RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
000375-24CP,Complaint,Request,,The elevator for this building (the Glen Hotel) is frequently broken and making the building inaccessible for tenants with ADA limitations. Tenants can be stuck for days as they are unable to use the staircases without severely risking health and safety.,2024 Jan 09 12:00:00 AM,,,Completed,1413 3RD AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000375-24CP,47.6090667,-122.33758125,"(47.6090667, -122.33758125)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-09,1413 3RD AVE,True,5,2022-03-04,2024-07-04,1413 3rd Ave,1,1996-07-29,1996-07-29,EQP-CY-04895,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6626",Active,GLEN HOTEL - CONV,True,0,,,,,,,,False,True
000389-24CP,Complaint,Request,,"Elevator is frequentlydown, wheelchairbound tenants arestuck in their units.Security will allowan inspector access to thebuilding.",2024 Jan 09 12:00:00 AM,,,Closed,1413 3RD AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000389-24CP,47.6090667,-122.33758125,"(47.6090667, -122.33758125)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-09,1413 3RD AVE,True,5,2022-03-04,2024-07-04,1413 3rd Ave,1,1996-07-29,1996-07-29,EQP-CY-04895,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6626",Active,GLEN HOTEL - CONV,True,0,,,,,,,,False,True
000471-24CP,Complaint,Request,,Issues with the property elevator include going down frequently and not being back in a reasonable amount of time. The property has had a supervisory alarm for months now regarding the elevator duct. The elevator also stutters on floors and shakes.,2024 Jan 11 12:00:00 AM,,,Completed,1225 10TH AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000471-24CP,47.61272557,-122.3196974,"(47.61272557, -122.3196974)",1,2024,1,,,,True,True,,3.0,True,False,False,True,2024-01-11,1225 10TH AVE,True,2,2022-12-03,2025-03-23,1225 10th Ave,1,2021-07-21,2021-07-21,EQP-CY-10323,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 13557",Active,CONV,True,0,,,,,,,,False,True
000540-24CP,Complaint,Request,,"The apartment I live in ""willow crossing"" I believe is understaffed or it feels like so. Management does not respond to emails or calls as it feels sometimes.The building had a water leak almost a year ago and my unit has had some damages. I've had maintenance take a look at it couple times but still there has not been an actual date to fix. There is a residential door on the left side of the main elevator that had a door handle that is broken off and the door is damaged. Please take",2024 Jan 15 12:00:00 AM,,,Closed,6901 A M L KING JR WAY S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000540-24CP,47.54025657,-122.28327332,"(47.54025657, -122.28327332)",1,2024,1,,,,True,True,,2.0,True,False,False,True,2024-01-15,6901 A M L KING JR WAY S,True,0,,,,0,,,,,,,,False,0,,,,,,,,False,False
000545-24CP,Complaint,Request,,"Department of Construction & InspectionsCity of Seattle700 5th Ave, Suite 2000P.O. Box 34019Seattle, WA 98124-4019Subject: Formal Complaint Regarding Inoperative Elevators at M Street, 910 8th Ave, Seattle, WA 98104To whomever it may concern in the Department of Constructions & Inspections,I am writing to bring to your attention a serious and prolonged issue concerning the inoperative elevators at M Street, an 18-story building located at 910 8th Ave, Seattle, WA 98104.",2024 Jan 15 12:00:00 AM,,,Closed,910 8TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000545-24CP,47.6076685,-122.32802282,"(47.6076685, -122.32802282)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-15,910 8TH AVE,True,9,2021-05-25,2025-02-25,910 8th Ave,0,,,,,,,,False,0,,,,,,,,False,True
000573-24CP,Complaint,Request,,"Both elevators broken, tenant doesn't have a working oven. Fire hazard.",2024 Jan 12 12:00:00 AM,,,Closed,3621 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000573-24CP,47.57101762,-122.29132025,"(47.57101762, -122.29132025)",1,2024,1,,,,True,True,,2.0,True,False,False,True,2024-01-12,3621 33RD AVE S,True,21,2022-08-08,2025-12-28,3621 33rd Ave S,1,2004-12-14,2004-12-14,EQP-CY-06322,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8455",Active,,True,1,2004-12-14,2004-12-14,EQP-CY-06321,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8454",Operating Without Certificate,,True,True
000652-24CP,Complaint,Request,,I heard a grindingnoise and smelledsomething burningin the elevator 10days ago.  I submitted a repairrequest and have not heard anythingfrom management.,2024 Jan 17 12:00:00 AM,,,Closed,5200 ROOSEVELT WAY NE,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000652-24CP,47.66665099,-122.31708654,"(47.66665099, -122.31708654)",1,2024,1,,,,True,True,,4.0,True,False,False,True,2024-01-17,5200 ROOSEVELT WAY NE,True,0,,,,0,,,,,,,,False,1,2003-08-20,2003-08-20,EQP-CY-06078,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8168",Operating Without Certificate,,True,False
000679-24CP,Complaint,Request,,"Flood and Mold on first and second floor lobby, near elevator and second floor apartment 202, and apartments on 2nd floor and lobby ceiling on 2nd floor. Mold and leak damage through the building. Ceilings peeling from water damage. Many, many, floods from fire hoses from firetrucks and hallway and apartment sprinklers. Damage on 3rd floor, 5th and top floor end apartments mold.",2024 Jan 18 12:00:00 AM,,,Closed,1106 Pike ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000679-24CP,47.61378091,-122.32876355,"(47.61378091, -122.32876355)",1,2024,1,,,,True,True,,3.0,True,False,False,True,2024-01-18,1106 PIKE ST,True,6,2023-07-21,2025-02-01,1106 Pike St,1,1999-11-15,1999-11-15,EQP-CY-05399,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7286",Active,,True,0,,,,,,,,False,True
000685-24CP,Complaint,Request,,Elevators have beendown for 4 months.SHA Building,2024 Jan 18 12:00:00 AM,,,Closed,7100 CALIFORNIA AVE SW,98136.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000685-24CP,47.53979177,-122.38687364,"(47.53979177, -122.38687364)",1,2024,1,,,,True,True,,1.0,True,False,False,True,2024-01-18,7100 CALIFORNIA AVE SW,True,0,,,,1,1989-09-14,1989-09-14,EQP-CY-01644,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3309",Active,,True,0,,,,,,,,False,False
000836-24CP,Complaint,Request,,"Elevator broken for 2+ weeks and disabled persons live in building. Exterior pedestrian access doors not secured and non-residents breaking in and living in garage, stairwell, etc. Disability access buttons non functional.",2024 Jan 22 12:00:00 AM,,,Completed,4719 15TH AVE NE,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000836-24CP,47.66367693,-122.31229485,"(47.66367693, -122.31229485)",1,2024,1,,,,True,True,,4.0,True,False,False,True,2024-01-22,4719 15TH AVE NE,True,0,,,,1,2000-03-17,2000-03-17,EQP-CY-05487,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7255",Active,,True,0,,,,,,,,False,False
000847-24CP,Complaint,Request,,Elevators in apartment building haven't been working,2024 Jan 19 12:00:00 AM,,,Open Duplicate,3621 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000847-24CP,47.57101762,-122.29132025,"(47.57101762, -122.29132025)",1,2024,1,,,,True,True,,2.0,True,False,False,True,2024-01-19,3621 33RD AVE S,True,21,2022-08-08,2025-12-28,3621 33rd Ave S,1,2004-12-14,2004-12-14,EQP-CY-06322,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8455",Active,,True,1,2004-12-14,2004-12-14,EQP-CY-06321,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8454",Operating Without Certificate,,True,True
000890-24CP,Complaint,Request,,The elevators needto be inspected andthe lights in the common area arebeing held up with zip ties.,2024 Jan 23 12:00:00 AM,2024 Mar 11 12:00:00 AM,Completed,Completed,1170 HARRISON ST,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000890-24CP,47.62222167,-122.33338793,"(47.62222167, -122.33338793)",1,2024,1,3.0,2024.0,1.0,False,False,48.0,7.0,True,False,False,True,2024-01-23,1170 HARRISON ST,True,0,,,,1,2000-11-22,2000-11-22,EQP-CY-05586,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 7548",Active,,True,0,,,,,,,,False,False
000896-24CP,Complaint,Request,,"The building's freight elevator (Elevator ""D"") has had a malfunctioning reverse door for at least a week. The reverse door services the loading dock (""LD"") floor only. While the elevator is leaving the floor, the door does not close in a usual fashion: it stays at the floor for an exceedingly-long period of time, then gives an audible warning as if something is obstructing the door, continues to close, and fails to stop if an object is actually in the door while closing.Management claims th",2024 Jan 23 12:00:00 AM,,,Closed,1525 9TH AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000896-24CP,47.61313302,-122.33207909,"(47.61313302, -122.33207909)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-23,1525 9TH AVE,True,0,,,,4,2015-03-12,2015-03-12,EQP-CY-08128 | EQP-CY-08127 | EQP-CY-08126 | EQP-CY-08125,Conveyance Equipment Certification,"D - Cabled Elevator, City # 11199 | C - Cabled Elevator, City # 11198 | B - Cabled Elevator, City # 11197 | A - Cabled Elevator, City # 11196",Active,,True,0,,,,,,,,False,False
000956-24CP,Complaint,Request,,The elevator iscompletely out afterthe flooding.  Thereis one flight of stairs we can useand there are hugehumidifiers blockingthe path and creating a firehazard.  The firealarms on the 2ndfloor are not working,2024 Jan 24 12:00:00 AM,2024 Mar 11 12:00:00 AM,Completed,Completed,1170 HARRISON ST,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000956-24CP,47.62222167,-122.33338793,"(47.62222167, -122.33338793)",1,2024,1,3.0,2024.0,1.0,False,False,47.0,7.0,True,False,False,True,2024-01-24,1170 HARRISON ST,True,0,,,,1,2000-11-22,2000-11-22,EQP-CY-05586,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 7548",Active,,True,0,,,,,,,,False,False
000983-24CP,Complaint,Request,,"Elevator is in needof repair.  The noiseis behind our unitand disrupts ourquality of life.Management is aware of the problem, and haspromised to address for the past5 months.  Nothinghas been done.",2024 Jan 25 12:00:00 AM,,,Closed,2014 FAIRVIEW AVE,98121.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000983-24CP,47.61832606,-122.33381507,"(47.61832606, -122.33381507)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-25,2014 FAIRVIEW AVE,True,25,2022-08-04,2025-11-16,2014 Fairview Ave,4,2022-10-19,2022-10-19,EQP-CY-10549 | EQP-CY-10548 | EQP-CY-10547 | EQP-CY-10546,Conveyance Equipment Certification,"4 - Cabled Elevator, City # 13540 | 3 - Cabled Elevator, City # 13539 | 2 - Cabled Elevator, City # 13538 | 1 - Cabled Elevator, City # 13537",Active,CONV,True,0,,,,,,,,False,True
001008-24CP,Complaint,Request,,"The trash and recycling dumpsters have not been emptied in weeks, yet we are still being charged. In addition, the elevator inspection certificate is several months out of date. Also, maintenance is non-existent due to no maintenance staff currently being retained.",2024 Jan 25 12:00:00 AM,,,Completed,999 HIAWATHA PL S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001008-24CP,47.59304312,-122.30844681,"(47.59304312, -122.30844681)",1,2024,1,,,,True,True,,3.0,True,False,False,True,2024-01-25,999 HIAWATHA PL S,True,2,2022-06-21,2022-06-21,999 Hiawatha Pl S,2,2013-12-11,2013-12-11,EQP-CY-07871 | EQP-CY-07870,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 10462 | 2-P - Hydraulic Elevator, City # 10461",Active,"#1-P,#10462 | #2-P, #10461",True,0,,,,,,,,False,True
001074-24CP,Complaint,Request,,"Two elevators have been broken since October and residents have to either walk up to 6 flights of stairs per day if they need to get to their apartments or call the front desk to operate the freight elevator. When the office isn't open, no residents are able to use the freight elevator and those that can't use the stairs are stuck. We've been told for months that it would be fixed but no progress has been made, and it was operational for one week before being closed again in late December 2023.",2024 Jan 26 12:00:00 AM,,,Completed,4710 University WAY NE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001074-24CP,47.66321856,-122.31267151,"(47.66321856, -122.31267151)",1,2024,1,,,,True,True,,4.0,True,False,False,True,2024-01-26,4710 UNIVERSITY WAY NE,True,4,2022-03-03,2024-08-09,4710 University Way Ne,1,1990-03-05,1990-03-05,EQP-CY-03088,Conveyance Equipment Certification,"3-F - Cabled Elevator, City # 1655",Active,,True,0,,,,,,,,False,True
001076-24CP,Complaint,Request,,Freight elevator is a danger in multiple ways. Doors can be opened to fall down shaft.,2024 Jan 26 12:00:00 AM,,,Closed,1950 1ST AVE S,98134.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001076-24CP,47.58453006,-122.33371,"(47.58453006, -122.33371)",1,2024,1,,,,True,True,,1.0,True,False,False,True,2024-01-26,1950 1ST AVE S,True,0,,,,0,,,,,,,,False,1,2008-11-25,2008-11-25,EQP-CY-06950,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 9584",Operating Without Certificate,JUKEBOX CITY - CONV,True,False
001109-24CP,Complaint,Request,,The east side of the building complex has not had a functioning elevator in over two weeks after the pipes burst during the cold weather. Anyone who needs an elevator has to go all the way to the west side of the building to access the complex.,2024 Jan 28 12:00:00 AM,,,Closed,1819 23RD AVE,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001109-24CP,47.61803508,-122.30293035,"(47.61803508, -122.30293035)",1,2024,1,,,,True,True,,3.0,True,False,False,True,2024-01-28,1819 23RD AVE,True,10,2021-10-05,2026-01-20,1819 23rd Ave,5,2004-12-21,2004-12-21,EQP-CY-06335 | EQP-CY-06334 | EQP-CY-06333 | EQP-CY-06332 | EQP-CY-06331,Conveyance Equipment Certification,"5 - Cabled Elevator, City # 8479 | 4 - Cabled Elevator, City # 8478 | 3 - Cabled Elevator, City # 8477 | 2 - Cabled Elevator, City # 8476 | 1 - Cabled Elevator, City # 8475",Active,,True,1,2005-04-08,2005-04-08,EQP-CY-06367,Conveyance Equipment Certification,"HL - Accessibility Lift (vertical included), City # 8527",Operating Without Certificate,,True,True
001159-24CP,Complaint,Request,,"Elevator #2 while in it was going up then aggressively dropped twice, we pulled the emergency stop went to the call box it was inoperative with a note to call security on a phone.  Other elevators will frequently open while the elevator car is still in motion.  Elevators frequently have issues",2024 Jan 29 12:00:00 AM,2024 Jul 19 12:00:00 AM,No Access/Unable to Observe,Completed,1011 WESTERN AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001159-24CP,47.60449295,-122.33804582,"(47.60449295, -122.33804582)",1,2024,1,7.0,2024.0,3.0,False,False,172.0,7.0,True,False,False,True,2024-01-29,1011 WESTERN AVE,True,2,2024-03-13,2025-07-24,1011 Western Ave,4,1990-04-05,1990-04-05,EQP-CY-03384 | EQP-CY-03383 | EQP-CY-03382 | EQP-CY-03381,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 4714 | 3-P - Cabled Elevator, City # 4713 | 2-P - Cabled Elevator, City # 4712 | 1-P - Cabled Elevator, City # 4711",Active,#4-P ; #4714 | #3-P ; #4713 | #2-P ; #4712 | #1-P ; #4711,True,0,,,,,,,,False,True
001161-24CP,Complaint,Request,,"Despite just announcing a locked gate installation, this apartment building has had many evidences of tresspassing and threats to safety and sanitation for the past couple of months due to a lack of locked gates. There have been many hazards & biohazards such as urine, feces, shattered glass, garbage, and dead vermin in the elevator, floor walkaways, and garage as well as discriminatory graffiti in the elevator. The hillside between floors 3-1 has been tresspassed and has an immense amount of g",2024 Jan 29 12:00:00 AM,,,Completed,1331 Terry AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001161-24CP,47.61175883,-122.32935122,"(47.61175883, -122.32935122)",1,2024,1,,,,True,True,,3.0,True,False,False,True,2024-01-29,1331 TERRY AVE,True,0,,,,1,1990-01-03,1990-01-03,EQP-CY-02672,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2947",Active,,True,0,,,,,,,,False,False
001190-24CP,Complaint,Request,,"Buildng has three elevators.  Building occupants suspect Building Management is deliberately keeping one elevator in-operative.  That or one elevator is broken and not getting fixed.  This has gone on for many weeks.At this point, we're thinking that Management is either cutting costs by not running one elevator, or, alternatively, just can't find their checkbook to pay for a repair.  We also realize that it takes a while to get repair people out, or to order parts, but it's been a very",2024 Jan 30 12:00:00 AM,,,Closed,888 WESTERN AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001190-24CP,47.6033617,-122.33616596,"(47.6033617, -122.33616596)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-30,888 WESTERN AVE,True,15,2021-05-07,2025-12-20,888 Western Ave,4,2012-12-19,2012-12-19,EQP-CY-07689 | EQP-CY-07688 | EQP-CY-07687 | EQP-CY-07686,Conveyance Equipment Certification,"4 - Hydraulic Elevator, City # 10360 | 3 - Cabled Elevator, City # 10304 | 2 - Cabled Elevator, City # 10303 | 1 - Cabled Elevator, City # 10302",Active,,True,0,,,,,,,,False,True
