"Address","Zip","District","TotalComplaintRecs","SevereConditions","DisplacementNotices","EvictionNotices","OpenUnresolved","NoHeatComplaints","NoWaterComplaints","SewageComplaints","PermitMatch","TotalPermits","Demolitions","ECA_Exemptions","Add_Alterations","New_Construction","ChangeOfUse","HousingUnitsRemoved","HousingUnitsAdded","OwnerOccClaims","FirstSevereDate","FirstDisplacementDate","FirstDemoPermitDate","LastPermitDate","SevereBeforeDemo","DispNearDemo","YearsActive","Typology"
"14100 LINDEN AVE N","98133","5","73","13","22","16","25","2","0","0","1","1","0","0","1","0","0","0","0","0","2012 DEC 28 12:00:00 AM","2014 AUG 15 12:00:00 AM","","2010-05-18","0","0","2010;2011;2012;2013;2014;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"2911 2ND AVE","98121","7","57","13","11","0","20","1","0","0","1","25","1","0","12","3","0","0","0","0","2016 JUN 06 12:00:00 AM","2021 JUL 16 12:00:00 AM","2006-07-31","2021-01-13","0","0","2008;2010;2014;2016;2018;2020;2021;2022;2023;2024;2025","PermitNeglector|RedevelopDisplacer"
"1108 9TH AVE W","98119","7","20","13","1","0","0","0","0","2","1","9","0","3","3","0","0","0","0","0","2004 JUN 07 12:00:00 AM","2017 APR 24 12:00:00 AM","","2017-04-27","0","0","2004;2006;2010;2014;2015;2016;2017;2019;2025","PermitNeglector"
"3916 S PEARL ST","98118","2","30","13","2","0","1","2","0","0","1","5","0","0","4","0","0","0","0","0","2008 APR 01 12:00:00 AM","2008 APR 01 12:00:00 AM","","2024-05-08","0","0","2008;2009;2010;2012;2013;2014;2020;2021;2024","ChronicNeglector|PermitNeglector"
"107 CHERRY ST","98104","1","36","13","8","5","11","3","0","0","1","1","0","0","1","0","0","0","0","0","2011 FEB 15 12:00:00 AM","2017 OCT 09 12:00:00 AM","","2007-12-14","0","0","2004;2005;2011;2016;2017;2018;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"2500 SW TRENTON ST","98106","1","34","12","2","2","7","2","0","0","1","2","0","0","1","0","0","0","0","0","2004 JAN 20 12:00:00 AM","2018 AUG 14 12:00:00 AM","","2016-03-29","0","0","2004;2013;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"1820 MINOR AVE","","7","83","12","14","6","13","1","1","0","1","6","0","0","3","0","0","0","0","0","2005 NOV 07 12:00:00 AM","2017 DEC 20 12:00:00 AM","","2025-06-06","0","0","2005;2006;2007;2009;2012;2016;2017;2018;2019;2020;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"1118 5TH AVE","98101","7","38","12","7","4","15","4","0","2","1","8","0","0","6","0","0","0","0","0","2007 JAN 09 12:00:00 AM","2011 APR 19 12:00:00 AM","","2023-06-01","0","0","2007;2009;2011;2012;2013;2014;2015;2018;2019;2020;2021;2022;2023;2025","ChronicNeglector|PermitNeglector"
"1020 UNIVERSITY ST","98101","3","45","12","0","0","12","5","2","0","1","2","0","0","1","0","0","0","0","0","2006 MAY 26 12:00:00 AM","","","2020-12-22","0","0","2005;2006;2008;2009;2010;2011;2013;2014;2016;2018;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"7300 5TH AVE NE","98115","6","31","12","1","0","3","2","0","1","1","1","0","0","1","0","0","0","0","0","2010 SEP 09 12:00:00 AM","2010 SEP 09 12:00:00 AM","","2009-09-11","0","0","2007;2009;2010;2013;2014;2015;2017;2018;2019;2021;2023;2024;2025","ChronicNeglector"
"13000 LINDEN AVE N","98133","5","72","12","3","1","22","2","5","0","1","7","0","0","7","0","0","0","0","0","2013 MAY 14 12:00:00 AM","2016 FEB 09 12:00:00 AM","","2009-11-12","0","0","2004;2013;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"5319 RAVENNA PL NE","98105","4","14","12","3","1","2","10","0","0","0","0","0","0","0","0","0","0","0","0","2021 APR 26 12:00:00 AM","2023 NOV 04 12:00:00 AM","","","0","0","2021;2022;2023","ChronicNeglector"
"230 8TH AVE N","98109","7","22","12","1","0","1","10","0","0","1","4","0","0","3","0","0","0","0","0","2010 NOV 23 12:00:00 AM","2025 AUG 20 12:00:00 AM","","2007-03-08","0","0","2010;2011;2012;2015;2020;2021;2024;2025","ChronicNeglector|PermitNeglector"
"75 VINE ST","98121","7","35","12","6","2","14","3","0","1","1","2","0","0","1","0","0","0","0","0","2020 SEP 21 12:00:00 AM","2020 JUN 04 12:00:00 AM","","","0","0","2017;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"9312 51ST AVE S","98118","2","20","12","3","2","3","1","0","3","1","3","0","1","2","0","0","0","0","0","2013 MAY 10 12:00:00 AM","2015 DEC 09 12:00:00 AM","","2015-01-06","0","0","2013;2014;2015;2016;2017;2019;2022;2024","PermitNeglector"
"6511 RAINIER AVE S","98118","2","27","12","1","0","4","2","0","0","1","6","0","0","3","0","0","0","0","0","2004 JAN 21 12:00:00 AM","2018 NOV 26 12:00:00 AM","","2015-11-10","0","0","2004;2006;2009;2014;2015;2018;2019;2020;2022;2025","ChronicNeglector|PermitNeglector"
"1526 12TH AVE S","98144","2","14","12","3","3","1","0","0","0","1","1","0","0","1","0","0","0","0","0","2007 JAN 04 12:00:00 AM","2020 AUG 14 12:00:00 AM","","2007-02-15","0","0","2007;2008;2020;2021","ChronicNeglector"
"4755 22ND AVE NE","98105","4","20","12","0","0","2","0","0","0","1","2","0","0","1","0","0","0","0","0","2003 DEC 19 12:00:00 AM","","","2017-07-31","0","0","2003;2004;2008;2015;2017;2022;2024;2025","ChronicNeglector"
"12000 15TH AVE NE","98125","5","38","12","0","0","12","3","3","0","1","7","0","0","3","0","0","0","0","0","2023 JAN 02 12:00:00 AM","","","2021-02-02","0","0","2017;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"3250 15TH AVE W","98119","7","14","12","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2007 APR 06 12:00:00 AM","2015 MAR 16 12:00:00 AM","","","0","0","2007;2010;2011;2014;2015;2017;2025","ChronicNeglector"
"903 9TH AVE","98104","7","35","12","0","0","13","2","1","2","1","3","0","0","2","0","0","0","0","0","2008 JUN 24 12:00:00 AM","","","2019-06-21","0","0","2008;2011;2016;2017;2018;2019;2020;2021;2023;2024","ChronicNeglector"
"7708 GREENWOOD AVE N","98103","6","21","12","0","0","7","0","0","0","1","2","0","0","1","0","0","0","0","0","2014 JUN 02 12:00:00 AM","","","2023-02-19","0","0","2007;2014;2016;2017;2018;2020;2021;2022","ChronicNeglector"
"8700 2ND AVE NW","98117","5","17","12","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","2013 OCT 14 12:00:00 AM","","","","0","0","2013;2016;2017;2021","ChronicNeglector"
"6512 35TH AVE SW","98126","1","25","12","3","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","2019 DEC 05 12:00:00 AM","2024 FEB 15 12:00:00 AM","","","0","0","2008;2019;2022;2023;2024;2025","ChronicNeglector"
"8801 AURORA AVE N","98103","5","37","12","4","0","3","0","0","0","1","5","0","0","3","0","0","0","0","0","2007 OCT 24 12:00:00 AM","2014 DEC 05 12:00:00 AM","","2018-01-30","0","0","2005;2007;2011;2014;2015;2016;2017;2018;2020;2022;2023","ChronicNeglector|PermitNeglector"
"1922 9TH AVE","98101","7","29","12","4","1","10","3","5","0","1","4","0","0","3","0","0","0","0","0","2007 MAY 11 12:00:00 AM","2020 JAN 08 12:00:00 AM","","2006-05-11","0","0","2007;2013;2017;2020;2021;2022;2023;2024","ChronicNeglector|PermitNeglector"
"1624 BOREN AVE","98101","7","31","12","3","0","12","4","0","0","1","26","0","0","12","1","0","0","0","0","2009 JAN 30 12:00:00 AM","2021 NOV 17 12:00:00 AM","","2019-04-19","0","0","2009;2015;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"3022 NE 140TH ST","98125","5","26","12","4","2","12","1","0","0","1","4","0","2","1","0","0","0","0","0","2019 JAN 04 12:00:00 AM","2022 NOV 17 12:00:00 AM","","2021-08-13","0","0","2018;2019;2020;2021;2022;2023;2024;2025","PermitNeglector"
"809 OLIVE WAY","98101","7","55","12","7","4","8","0","0","0","1","24","1","0","10","4","0","0","0","0","2023 NOV 29 12:00:00 AM","2018 JUL 07 12:00:00 AM","","2024-11-01","0","0","2006;2008;2013;2016;2018;2019;2020;2021;2022;2023;2024;2025","PermitNeglector|RedevelopDisplacer"
"1319 E UNION ST","98122","3","25","12","2","0","5","0","0","0","1","4","0","0","1","0","0","0","0","0","2003 DEC 22 12:00:00 AM","2023 APR 03 12:00:00 AM","","2024-08-07","0","0","2003;2012;2013;2017;2019;2020;2022;2023;2024;2025","ChronicNeglector"
"5616 NE 70TH ST","98115","4","16","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 MAR 26 12:00:00 AM","","","","0","0","2012;2015;2016;2017;2018","ChronicNeglector"
"6511 35TH AVE SW","98126","1","18","11","0","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","2010 OCT 13 12:00:00 AM","","","","0","0","2010;2012;2013;2014;2015;2017;2020;2021;2023;2025","ChronicNeglector"
"2442 8TH AVE N","98109","7","42","11","3","0","13","0","0","1","1","9","0","0","5","0","0","0","0","0","2019 AUG 27 12:00:00 AM","2020 SEP 14 12:00:00 AM","","2023-07-03","0","0","2008;2014;2019;2020;2021;2023;2024;2025","ChronicNeglector|PermitNeglector"
"4611 S FINDLAY ST","98118","2","23","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2006 JUN 08 12:00:00 AM","","","","0","0","2005;2006;2009;2014;2015;2017;2021;2022;2023;2024","ChronicNeglector"
"2200 SW BARTON ST","98106","1","29","11","9","0","11","1","1","0","1","13","0","3","5","0","0","0","0","0","2022 FEB 22 12:00:00 AM","2016 NOV 22 12:00:00 AM","","2018-01-03","0","0","2005;2012;2013;2016;2020;2022;2023;2024","PermitNeglector"
"423 TERRY AVE","98104","2","33","11","2","1","12","5","1","0","1","9","0","0","5","0","0","0","0","0","2013 OCT 07 12:00:00 AM","2015 NOV 10 12:00:00 AM","","2016-08-08","0","0","2010;2013;2015;2017;2020;2021;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"420 BLANCHARD ST","98121","7","37","11","5","1","6","3","0","0","1","2","0","0","1","0","0","0","0","0","2006 APR 03 12:00:00 AM","2006 SEP 21 12:00:00 AM","","2006-12-15","0","0","2006;2007;2008;2009;2010;2011;2013;2015;2016;2017;2018;2019;2022;2023;2024;2025","ChronicNeglector"
"1001 E JOHN ST","98102","3","21","11","4","0","9","1","0","12","1","2","0","0","2","0","0","0","0","0","2020 AUG 06 12:00:00 AM","2020 JAN 23 12:00:00 AM","","2014-11-03","0","0","2020;2021;2022;2023;2024","ChronicNeglector"
"600 SUMMIT AVE E","98102","3","20","11","2","0","7","1","0","0","1","1","0","0","1","0","0","0","0","0","2013 OCT 07 12:00:00 AM","2007 DEC 17 12:00:00 AM","","2013-01-15","0","0","2007;2008;2009;2013;2021;2022;2023;2025","ChronicNeglector"
"525 14TH AVE E","98112","3","38","11","3","2","9","0","0","0","1","8","0","0","4","0","0","0","0","0","2004 AUG 11 12:00:00 AM","2021 AUG 30 12:00:00 AM","","2022-10-24","0","0","2004;2005;2006;2008;2009;2010;2012;2013;2015;2016;2017;2018;2020;2021;2024;2025","ChronicNeglector|PermitNeglector"
"3019 NE 143RD ST","98125","5","16","11","0","0","0","2","0","0","1","2","0","0","1","0","0","0","0","0","2006 AUG 15 12:00:00 AM","","","2021-05-31","0","0","2006;2009;2011;2014;2015;2017;2024","ChronicNeglector"
"1736 SUMMIT AVE","98122","3","26","11","1","1","6","8","0","0","0","0","0","0","0","0","0","0","0","0","2007 NOV 27 12:00:00 AM","2022 AUG 09 12:00:00 AM","","","0","0","2007;2008;2010;2011;2013;2019;2020;2022;2023;2024","ChronicNeglector"
"1707 BELLEVUE AVE","98122","3","20","11","2","2","4","0","0","1","1","1","0","0","1","0","0","0","0","0","2006 FEB 06 12:00:00 AM","2016 DEC 02 12:00:00 AM","","2009-05-08","0","0","2006;2010;2013;2016;2017;2018;2020;2022;2023;2024;2025","ChronicNeglector"
"9200 2ND AVE SW","98106","1","33","11","5","2","9","1","2","1","1","3","0","0","0","2","0","0","0","0","2010 SEP 21 12:00:00 AM","2017 JUN 20 12:00:00 AM","","2008-06-12","0","0","2010;2011;2014;2015;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"2106 RAINIER AVE S","98144","2","56","11","0","0","4","0","0","0","1","5","1","0","2","0","0","0","0","0","2004 JUN 07 12:00:00 AM","","","2019-06-12","0","0","2004;2007;2009;2010;2011;2012;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024;2025","PermitNeglector"
"3141 FAIRVIEW AVE E","98102","","18","11","0","0","7","0","1","10","0","0","0","0","0","0","0","0","0","0","2022 AUG 10 12:00:00 AM","","","","0","0","2020;2022;2023;2024","ChronicNeglector"
"3222 LAFAYETTE AVE S","98144","2","19","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2014 JUN 09 12:00:00 AM","","","","0","0","2014;2015;2016;2017;2018;2019;2020","ChronicNeglector"
"9032 17TH AVE SW","98106","1","56","11","0","0","8","4","2","1","1","1","0","0","0","1","0","0","0","0","2016 APR 21 12:00:00 AM","","","2005-09-13","0","0","2015;2016;2017;2018;2019;2020;2021;2022;2024;2025","ChronicNeglector"
"1004 S CLOVERDALE ST","98108","1","20","11","0","0","3","0","0","2","1","1","0","0","1","0","0","0","0","0","2005 APR 27 12:00:00 AM","","","2012-09-24","0","0","2003;2005;2008;2011;2012;2019;2020;2022;2023;2025","ChronicNeglector"
"420 VINE ST","98121","7","22","11","2","0","6","5","0","1","1","1","0","0","1","0","0","0","0","0","2012 APR 19 12:00:00 AM","2012 APR 19 12:00:00 AM","","2012-03-30","0","0","2008;2011;2012;2014;2015;2019;2021;2022;2023;2024;2025","ChronicNeglector"
"9805 35TH AVE SW","98126","1","50","10","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2007 OCT 01 12:00:00 AM","","","","0","0","2004;2005;2007;2008;2009;2010;2012;2013;2015;2017;2018;2019;2021;2023;2025","ChronicNeglector"
"109 23RD AVE E","98112","3","33","10","3","0","10","2","0","0","1","3","0","0","2","0","0","0","0","0","2005 JAN 03 12:00:00 AM","2019 APR 15 12:00:00 AM","","2024-05-07","0","0","2005;2012;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"11050 8TH AVE NE","98125","5","19","10","1","1","7","2","0","0","1","20","0","0","11","0","0","0","0","0","2011 DEC 19 12:00:00 AM","2024 MAR 07 12:00:00 AM","","2013-01-15","0","0","2011;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"11300 3RD AVE NE","98125","5","25","10","3","1","7","0","0","3","1","4","0","0","1","0","0","0","0","0","2005 NOV 04 12:00:00 AM","2022 JAN 28 12:00:00 AM","","2012-02-13","0","0","2005;2006;2007;2008;2018;2019;2020;2021;2022;2023;2025","ChronicNeglector"
"3407 CALIFORNIA AVE SW","98116","1","13","10","0","0","0","0","0","0","1","4","0","0","3","0","0","0","0","0","2017 NOV 27 12:00:00 AM","","","2018-11-06","0","0","2007;2010;2017;2018","ChronicNeglector|PermitNeglector"
"2023 24TH AVE S","","2","56","10","17","13","17","2","0","5","1","5","1","0","2","0","0","0","0","0","2017 JAN 19 12:00:00 AM","2018 FEB 02 12:00:00 AM","2018-10-31","2020-09-07","1","1","2017;2018;2019;2020;2021;2022;2023","PermitNeglector|RedevelopDisplacer|SevereBeforeDemo"
"6710 CORSON AVE S","98108","1","33","10","0","0","3","1","0","1","1","1","0","0","1","0","0","0","0","0","2005 OCT 14 12:00:00 AM","","","2012-03-21","0","0","2005;2011;2012;2013;2015;2016;2017;2018;2021","ChronicNeglector"
"1811 EASTLAKE AVE","98101","7","33","10","8","2","16","4","3","1","1","4","0","0","3","0","0","0","0","0","2011 JUN 22 12:00:00 AM","2018 FEB 20 12:00:00 AM","","2006-03-30","0","0","2010;2011;2012;2018;2019;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"2359 N 62ND ST","98103","6","14","10","0","0","2","2","0","4","1","1","0","0","0","0","0","0","0","0","2005 MAR 10 12:00:00 AM","","","","0","0","2005;2006;2008;2015;2016;2019","ChronicNeglector"
"4400 FREMONT AVE N","","6","16","10","0","0","2","6","0","0","1","5","1","0","0","1","0","0","0","0","2017 AUG 21 12:00:00 AM","","","","0","0","2017;2019;2021;2023;2024;2025","ChronicNeglector|UtilityLever"
"1454 E HARRISON ST","98112","3","24","10","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","2006 APR 07 12:00:00 AM","","","","0","0","2006;2013;2015;2017;2018;2019;2020;2021;2022;2023;2024","ChronicNeglector"
"2114 E FIR ST","98122","3","41","10","10","9","11","1","2","0","0","0","0","0","0","0","0","0","0","0","2006 DEC 04 12:00:00 AM","2006 DEC 04 12:00:00 AM","","","0","0","2006;2014;2020;2024;2025","ChronicNeglector"
"13530 LINDEN AVE N","98133","5","22","10","3","2","6","0","0","0","1","12","0","0","6","0","0","0","0","0","2009 MAY 18 12:00:00 AM","2023 JAN 17 12:00:00 AM","","2024-07-16","0","0","2009;2013;2015;2016;2017;2019;2020;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"2709 E MARION ST","98122","3","18","10","1","0","2","1","3","4","0","0","0","0","0","0","0","0","0","0","2010 JUN 21 12:00:00 AM","2025 OCT 22 12:00:00 AM","","","0","0","2010;2011;2013;2014;2015;2016;2018;2023;2024;2025","ChronicNeglector"
"3927 S PEARL ST","98118","2","15","10","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","2007 FEB 23 12:00:00 AM","2012 FEB 15 12:00:00 AM","","2011-11-01","0","0","2007;2009;2012;2023;2024","ChronicNeglector"
"3625 BEACH DR SW","98116","1","26","10","2","0","8","3","0","0","1","4","0","2","1","0","0","0","0","0","2011 APR 19 12:00:00 AM","2017 OCT 24 12:00:00 AM","","2019-06-20","0","0","2011;2015;2016;2017;2019;2020;2022;2023","PermitNeglector"
"2715 25TH AVE S","98144","2","31","10","1","1","14","7","0","0","1","6","1","0","0","1","0","0","0","0","2025 AUG 25 12:00:00 AM","2025 JAN 31 12:00:00 AM","2012-09-21","2017-11-11","0","0","2012;2013;2014;2018;2021;2022;2023;2025","RedevelopDisplacer"
"10011 WALLINGFORD AVE N","98133","5","31","10","2","2","2","2","2","5","1","5","0","1","3","0","0","0","0","0","2016 APR 25 12:00:00 AM","2017 AUG 15 12:00:00 AM","","2012-12-21","0","0","2011;2012;2013;2014;2015;2016;2017;2020;2023","PermitNeglector"
"13280 LINDEN AVE N","98133","5","41","10","5","5","16","1","0","0","1","11","1","0","2","2","0","0","0","0","2020 MAY 27 12:00:00 AM","2019 APR 01 12:00:00 AM","2016-10-25","2019-02-14","0","0","2018;2019;2020;2022;2023;2024;2025","PermitNeglector|RedevelopDisplacer"
"600 E OLIVE ST","98122","3","26","10","6","2","7","0","0","0","1","2","0","0","0","1","0","0","0","0","2017 SEP 08 12:00:00 AM","2020 OCT 09 12:00:00 AM","","","0","0","2009;2017;2019;2020;2022;2023;2024;2025","ChronicNeglector"
"11740 GREENWOOD AVE N","98133","5","16","10","1","1","8","0","0","0","1","3","0","0","1","0","0","0","0","0","2019 APR 03 12:00:00 AM","2022 MAY 11 12:00:00 AM","","2024-01-22","0","0","2019;2020;2022;2023;2024","ChronicNeglector"
"3716 S ANGELINE ST","98118","2","24","10","2","2","7","1","0","0","1","1","0","0","0","0","0","0","0","0","2015 MAY 05 12:00:00 AM","2020 OCT 15 12:00:00 AM","","2020-06-30","0","0","2015;2017;2018;2020;2021;2022;2023;2024;2025","ChronicNeglector"
"3240 15TH AVE W","98119","7","16","10","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","2010 JUN 24 12:00:00 AM","","","","0","0","2006;2010;2012;2014;2016;2017;2021;2023;2025","ChronicNeglector"
"607 3RD AVE","98104","1","22","10","1","1","8","2","0","3","1","8","0","0","4","0","0","0","0","0","2016 AUG 26 12:00:00 AM","2022 OCT 13 12:00:00 AM","","2024-02-12","0","0","2010;2013;2016;2019;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"817 NE 95TH ST","98115","5","14","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2019 JUN 25 12:00:00 AM","","","","0","0","2019;2020;2021;2022;2025","ChronicNeglector"
"5948 28TH AVE S","98108","2","24","10","0","0","1","5","0","0","1","4","0","0","2","0","0","0","0","0","2016 AUG 30 12:00:00 AM","","","2019-07-31","0","0","2009;2016;2017;2018;2019","ChronicNeglector"
"100 MELROSE AVE E","98102","3","34","10","3","1","16","0","0","1","1","7","0","0","4","0","0","0","0","0","2006 FEB 03 12:00:00 AM","2019 AUG 22 12:00:00 AM","","2010-09-14","0","0","2006;2009;2010;2012;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025","ChronicNeglector|PermitNeglector"
"3055 NE 140TH ST","98125","5","13","9","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","2005 JAN 20 12:00:00 AM","","","","0","0","2005;2007;2008;2015;2021;2023","ChronicNeglector"
"1414 SENECA ST","98101","3","22","9","0","0","9","2","1","0","1","3","0","0","2","0","0","0","0","0","2006 MAY 18 12:00:00 AM","","","2020-06-17","0","0","2006;2008;2010;2011;2014;2017;2018;2019;2021;2022;2023;2024;2025","ChronicNeglector"
"114 24TH AVE E","98112","3","40","9","2","1","12","1","0","0","1","6","0","2","2","0","0","0","0","0","2005 AUG 05 12:00:00 AM","2020 APR 15 12:00:00 AM","","2016-09-15","0","0","2005;2006;2007;2008;2012;2016;2017;2020;2022;2023;2024;2025","PermitNeglector"
"1722 E THOMAS ST","98112","3","14","9","4","3","1","4","0","2","1","5","0","0","1","0","1","0","0","0","2007 APR 12 12:00:00 AM","2017 FEB 14 12:00:00 AM","","2023-06-06","0","0","2007;2009;2015;2017;2018;2022;2023","ChronicNeglector"
"5900 37TH AVE S","98118","2","22","9","3","3","3","0","0","0","1","15","2","1","0","2","0","0","0","0","2004 OCT 11 12:00:00 AM","2023 SEP 11 12:00:00 AM","","","0","0","2004;2007;2008;2010;2014;2015;2017;2018;2019;2020;2022;2023;2024;2025","PermitNeglector|RedevelopDisplacer"
"4505 LINDEN AVE N","98103","6","20","9","0","0","4","1","0","4","0","0","0","0","0","0","0","0","0","0","2012 APR 04 12:00:00 AM","","","","0","0","2012;2018;2019;2020;2021;2024;2025","ChronicNeglector"
"1562 E OLIVE WAY","98102","3","19","9","1","1","6","3","0","0","0","0","0","0","0","0","0","0","0","0","2008 JAN 28 12:00:00 AM","2022 JUN 08 12:00:00 AM","","","0","0","2007;2008;2012;2015;2016;2017;2019;2021;2022;2023;2025","ChronicNeglector"
"1403 E OLIVE WAY","98122","3","17","9","0","0","2","0","3","1","1","1","0","0","1","0","0","0","0","0","2006 OCT 04 12:00:00 AM","","","2007-05-23","0","0","2006;2007;2008;2018;2019;2022;2024;2025","ChronicNeglector"
