RECORDNUM,ADDRESS,ZIP,DISTRICT,OPENDATE,OPENYEAR,STATUS,LASTINSPRESULT,RECORDTYPE,CATEGORIES,HIT_PHRASES,HAS_PERMIT_OVERLAP,DESCRIPTION_SNIPPET
"001849-04CP","6023 BEACH DR SW","98136","1","2004 MAR 16 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","SPRING IS UNDERMINING BULKHEAD AT DEMOLITION SITE."
"001863-04CP","708 N 82ND ST","98103","6","2004 MAR 17 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING AN ATTACHED GARAGE WITH A 2ND STORY WITHOUT A PERMIT. BUILDING TOO CLOSE TO THE PROPERTY LINE.  ALSO, BUILDING BEYOND THE ALLOWABLE HEIGHT."
"001868-04CP","1729 NE 56TH ST","98105","4","2004 MAR 17 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","EXCAVATING AND MOVING LOTS OF EARTH WITHOUT A PERMIT IN AN ECA."
"001900-04CP","3807 24TH AVE W","98199","6","2004 MAR 19 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PER ONLINE COMPLAINT DATED 2/29/04: ""A NEW SEWER LINE HAS BEEN INSTALLED OVER THE WEEKEND. THE WORK WAS PERFORMED BY A CONTRACTOR ON SATURDAY AND SUNDAY AND I BELIEVE THERE WAS NO PERMIT FOR IT."""
"001922-04CP","2213 EVERETT AVE E","98102","3","2004 MAR 22 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","NOT BUILDING ACCORDING TO APPROVED PLANS. PERMIT CALLED FOR PART OF THE DETACHED GARAGE TO BE DEMOLISHED.  PART OF THE GARAGE WAS NEVER DOMOLISHED."
"001923-04CP","308 E REPUBLICAN ST","98102","3","2004 MAR 22 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","OWNER CONVERTED A ONE BEDROOM INTO TWO STUDIOS WITHOUT A PERMIT. ALL OWNERS ARE REQUIRED TO GET PERMISSION FROM APARTMENT CO-OP BEFORE REMODELING. APPROVAL WAS NEVER GIVEN.LAURA IS THE MAINTENANCE SUPERVISOR AND HAS ACCESS TO ALL APARTMENTS.  SHE IS "
"001932-04CP","3425 PERKINS LN W","98199","6","2004 MAR 23 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","GRADING WITHOUT A PERMIT. PUTTING IN RETAINING WALLS. MOVING EARTH IN AN ECA."
"001971-04CP","125 NE 92ND ST","98115","5","2004 MAR 26 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","TEARING DOWN|WITHOUT A PERMIT","YES","TEARING DOWN AND REBUILDING A PORCH WITHOUT A PERMIT."
"002014-04CP","1031 NE 94TH ST","98115","5","2004 MAR 30 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILT GARAGE WITHOUT A PERMIT.CALLER ALSO COMPLAINED ABOUT A FENCE BUILT IN THE R-O-W AND THE FENCE LEANING AGAINST A UTILITY POLE--WHEN I EXPLAINED WHO TO CALL ABOUT THESE ISSUES THE CALLER GOT MAD AND HUNG UP."
"002022-04CP","4200 36TH AVE S","98118","2","2004 MAR 31 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","CONSTRUCTING A 10' TO 12' WIDE ADDITION TO BUILDING ALONG ENTIRE LENGTH OF EAST SIDE OF STRUCTURE WITHOUT A PERMIT.CALLER THINKS THIS WORK MAY BE IN RELATION TO A ""JUNK STORAGE"" COMPLAINT. PLEASE NOTE THAT THE H/Z INSPECTOR WOULD NOT HAVE TOLD THE PR"
"002077-04CP","2503 1ST AVE W","98119","7","2004 APR 02 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","PUTTING IN A DRIVEWAY AND AN ADDITION TO THE REAR OF THE HOUSE WITHOUT A PERMIT."
"002107-04CP","2332 18TH AVE S","98144","2","2004 APR 07 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","REMODELING GARAGE LOCATED ALONG ALLEY--NO PERMITVIEW FROM ALLEY--ALLEY IS PUBLIC R-O-W."
"002132-04CP","5507 12TH AVE NE","98105","4","2004 APR 09 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","REMODELING KITCHEN AND PORCH IN BACK--CAN VIEW FROM ALLEY--NO PERMITS"
"002135-04CP","10641 34TH AVE SW","98146","1","2004 APR 09 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","FROM 4/5/04 ONLINE COMPLAINT: REMODELING WITHOUT A PERMIT.COPY OF COMPLAINT MADE AND REFERRED TO HOUSING & ZONING INSPECTORS."
"002158-04CP","672 S KING ST","98104","2","2004 APR 12 12:00:00 AM","2004","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","DEMOLITION OCCURRING WITHOUT PERMIT ON THE UPPER FLOORS (4TH FLOOR?) OF THE BUILDING. CALLER CONFIRMED THAT THE LAND USE PLANNER REVIEWING PROJECT 2302911 (DARLENE EDWARDS) DID NOT GIVE PERMISSION TO PERFORM A ""SOFT DEMO"" BEFORE ANY PERMITS ARE ISSUE"
"002170-04CP","5008 20TH AVE NE","98105","4","2004 APR 13 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","INTERIOR ALTERATIONS TO A SFR WITHOUT A PERMIT."
"002182-04CP","7556 10TH AVE NW","98117","6","2004 APR 14 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PER ONLINE COMPLAINT, DATED 4/14/2004:  ""OWNER IS CONSTRUCTING A CARPORT ADJACENT TO THE SIDEWALK ON NW 77TH ST. WITH NO SETBACK; NO PERMITS ARE POSTED AT THE RESIDENCE OR EVIDENT ON THE DPD WEBSITE; METAL SUPPORT STRUCTURES HAVE BEEN POURED INTO CON"
"002206-04CP","3504 S DEDHAM PL","98118","2","2004 APR 16 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","DEMOLISH|WITHOUT A PERMIT","YES","DEMOLISHING AND REBUILDING A GARAGE WITHOUT A PERMIT."
"002269-04CP","5526 17TH AVE NE","98105","4","2004 APR 22 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","MAJOR INTERIOR REMODELING AND ELECTRICAL WORK BEING DONE WITHOUT A PERMIT."
"002280-04CP","4229 49TH AVE S","98118","2","2004 APR 23 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","NEW OWNER RECENTLY REMODELED HOUSE AND BUILT A FRONT PORCH WITH AN AWNING OVER IT - COMPLETED WORK ABOUT 2 MOS. AGO - NO PERMITS.  JUST PUT HOUSE UP FOR SALE."
"002294-04CP","8910 LAKE CITY WAY NE","98115","4","2004 APR 26 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","GRADING OCCURING IN ECA NEAR THORNTON CREEK--NO PERMIT"
"002298-04CP","1102 N 48TH ST","98103","4","2004 APR 26 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A CONCRETE BLOCK RETAINING WALL WITHOUT A PERMIT THAT IS OVER 4 FEET TALL."
"002303-04CP","1223 W BOTHWELL ST","98119","7","2004 APR 26 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REBUILDING A 10 FOOT TALL ROCKERY IN FRONT YARD WITHOUT A PERMIT. ALSO REPOURED AND RELOCATED STAIRWAY AND FRONT PORCH PAD. CONCERNED THAT NEW ROCKERY DOES NOT MEET SEISMIC STANDARDS AND THAT CONTRACTOR DOES NOT HAVE A CONTRACTOR'S LICENSE."
"002330-04CP","4022 SW WALKER ST","98116","1","2004 APR 28 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","TEARING DOWN|WITHOUT A PERMIT","YES","TEARING DOWN AND REBUILDING A FRONT PORCH WITHOUT A PERMIT."
"002365-04CP","5846 SEWARD PARK AVE S","98118","2","2004 APR 30 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","HOUSE DEMOLISHED--CURRENT APPLICATION (NOT ISSUED) TO DEMOLISH CARPORT AND BUILD ADDITIONS"
"002366-04CP","8456 7TH AVE SW","98106","1","2004 APR 30 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","TURNING AN ATTACHED GARAGE INTO A 3-BEDROOM UNIT - WITH A KITCHEN AND BATHROOM - AND A NEW ROOF.  NO PERMITS. WORK STARTED 4 DAYS AGO. VISIBLE FROM STREET."
"002398-04CP","1718 32ND AVE","98122","3","2004 MAY 04 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","NEW OWNER REMOVED A DUMP TRUCK LOAD OF DIRT FROM REAR YARD WHERE RETAINING WALL IS.  PUT THE DIRT IN FRONT DRIVEWAY AWAITING PICKUP. THIS IS A SLIDE AREA.  NO PERMIT."
"002406-04CP","14040 RIVIERA PL NE","98125","5","2004 MAY 04 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","DIGGING TRENCHES IN SIDEYARDS WITH BOBCAT--SIDE SEWER WORK?--NO PERMITS"
"002417-04CP","9909 34TH AVE SW","98126","1","2004 MAY 05 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","CONSTRUCTING A NEW BUILDING (APPROXIMATELY 10' X 30') IN BACK YARD WITHOUT A PERMIT.VIEW FROM 35TH AVENUE SW."
"002437-04CP","5406 37TH AVE SW","98126","1","2004 MAY 06 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WORK WITHOUT PERMIT","YES","WORK WITHOUT PERMITS FOR ARBOR, DOOR AND BAY WINDOW ON WEST SIDE OF HOUSE AND NEW WINDOWS ON THE NORTH AND SOUTH SIDES OF THE HOUSE."
"002448-04CP","2111 46TH AVE SW","98116","1","2004 MAY 06 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","LARGE TREE BEING TAKEN DOWN AT THIS ADDRESS--PROPERTY HAS BEEN SOLD AND ORIGINAL HOUSE IS TO BE DEMOLISHED AND A NEW HOUSE IS TO BE BUILT."
"002452-04CP","406 GALER ST","98109","7","2004 MAY 06 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A WHOLE NEW HOUSE WITHOUT A PERMIT."
"002453-04CP","1830 12TH AVE W","98119","7","2004 MAY 06 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMOVING TREES AND GRADING WITHOUT A PERMIT IN ECA 1 & 2. (CONSTRUCTION WITHOUT A PERMIT ALSO?)"
"002454-04CP","5605 DELRIDGE WAY SW","98106","1","2004 MAY 07 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A STRUCTURE ATTACHED TO THE MAIN BUILDING WITHOUT A PERMIT.  PLANS ARE TO USE AS A DRIVE THRU COFFEE STAND."
"002460-04CP","11252 RIVIERA PL NE","98125","5","2004 MAY 07 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","DEMOLITION|WITHOUT A PERMIT","YES","ONLINE COMPLAINT-DEMOLITION OF INTERIOR WALLS WITHOUT A PERMIT."
"002472-04CP","7310 15TH AVE NW","98117","6","2004 MAY 10 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","HAS DEMOLITION STRUCTURE ON THE NE SIDE OF BLDG AND IS NOW BREAKING UP FOUNDATION OF MAIN STRUCTURE W/O PERMITS."
"002484-04CP","2400 AURORA AVE N","98109","7","2004 MAY 11 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","MAJOR INTERIOR REMODELING WITHOUT A PERMIT."
"002485-04CP","130 N 50TH ST","98103","6","2004 MAY 11 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","GUTTED THE WHOLE HOUSE WITHOUT A PERMIT."
"002545-04CP","202 S MEAD ST","98108","1","2004 MAY 14 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","DEMOLISHING FIRE DAMAGED BUILDING W/O PERMIT--CONCERN ABOUT DAMAGING ADJACENT BUILDING"
"002555-04CP","5710 28TH AVE NE","98105","4","2004 MAY 14 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","ADDITION TO A SFR WITHOUT A PERMIT."
"002568-04CP","4848 DELRIDGE WAY SW","98106","1","2004 MAY 17 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","ADDITION TO A SINGLE FAMILY RESIDENCE WITHOUT A PERMIT."
"002599-04CP","511 S DEARBORN ST","98134","1","2004 MAY 18 12:00:00 AM","2004","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","ELECTRICAL WORK BEING DONE IN BACK OF BUILDING--HAZARDOUS--INSTALLED A BREAKER THAT IS TOO LARGE--NO PERMITS"
"002605-04CP","5911 49TH AVE SW","98136","1","2004 MAY 18 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","TREE CUTTING IN AN ECA WITHOUT A PERMIT."
"002645-04CP","810 NW 70TH ST","98117","6","2004 MAY 21 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING AN 8 FOOT FENCE WITHOUT A PERMIT. 8 FEET OF SOLID WOOD WITH NO OPENING AT THE TOP REQUIRED BY THE CODE."
"002659-04CP","7749 14TH AVE NW","98117","6","2004 MAY 24 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","SIDE SEWER WORK WITHOUT A PERMIT."
"002679-04CP","2917 NE 65TH ST","98115","4","2004 MAY 25 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A DETACHED STRUCTURE RIGHT UP TO THE PROPERTY LINE AND TO CLOSE TO THE STREET WITHOUT A PERMIT."
"002681-04CP","1711 E OLIVE WAY","98102","3","2004 MAY 25 12:00:00 AM","2004","CLOSED","","REQUEST","MOLD_MOISTURE","WATER DAMAGE","YES","WATER DAMAGE REPAIRS TO AN APARTMENT BUILDING. REPAIRING WATER DAMAGE TO OUTSIDE STUCCO.  PUTTING UP SCAFFOLDING AND STRIPING EXTERIOR AND INTERIOR WALLS.  ALSO, CONSTRUCTION OF OTHER PARTS OF THE BUILDING AND BALCONIES TAKING PLACE WITHOUT PERMITS."
"002683-04CP","2219 NW 63RD ST","98107","6","2004 MAY 26 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","PESTS","ROACH","YES","NEW CONSTRUCTION MAYBE ENCROACHING ONTO HER PROPERTY.SEE ON-LINE COMPLAINT FORM ATTACHED."
"002704-04CP","1705 E OLIVE WAY","98102","3","2004 MAY 27 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE|WORK_WITHOUT_PERMIT","WATER DAMAGE|WITHOUT A PERMIT","YES","LOTS OF INTERIOR AND EXTERIOR REPAIRS TAKING PLACE.  REPAIRING AREAS  OF THE BUILDING AND BALCONIES THAT HAVE SUSTAINED WATER DAMAGE. PUTTING UP SCAFFOLDING AND STRIPING EXTERIOR AND INTERIOR WALLS WITHOUT A PERMITS."
"002710-04CP","4005 FAUNTLEROY WAY SW","98126","1","2004 MAY 28 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","CURRENTLY PUTTING IN ELECTRICAL WIRING, PLUMBING AND GAS PIPING W/O PERMIT.  PUT ON A 2ND FLOOR ADDITION A COUPLE MONTHS AGO W/O PERMIT (VIEW FROM EAST SIDE OF HOUSE). WORK IN PROGRESS IS VISIBLE FROM FAUNTLEROY WY SW. REHABBING FOR RESALE.(NOTE: ELE"
"002713-04CP","2665 NW 95TH ST","98117","6","2004 MAY 28 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","BUILDING DECK RIGHT UP TO STREAM--NO PERMIT"
"002722-04CP","4005 FAUNTLEROY WAY SW","98126","1","2004 MAY 31 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","CURRENTLY PUTTING IN ELECTRICAL WIRING, PLUMBING AND GAS PIPING W/O PERMIT.  PUT ON A 2ND FLOOR ADDITION A COUPLE MONTHS AGO W/O PERMIT. WORK IN PROGRESS IS VISIBLE FROM FAUNTLEROY WY SW. REHABBING FOR RESALE.(NOTE: CONSTRUCTION WITHOUT A PERMIT IS I"
"002723-04CP","3520 SW ROXBURY ST","98126","1","2004 MAY 31 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","MANY ADDITIONS AND WORK WITHOUT A PERMIT INCLUDING 2ND STORY ADDITION TO GARAGE AND RAISED DECK WITHOUT RAILINGS BETWEEN HOUSE AND GARAGE. (SEE ATTACHED PHOTOS AND ONLINE COMPLAINT.)"
"002724-04CP","9446 36TH AVE SW","98126","1","2004 MAY 31 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","BUILDING WITHOUT PERMIT","YES","CONSTRUCTING A TWO STORY BUILDING WITHOUT PERMIT. (SEE ATTACHED ONLINE COMPLAINT AND PHOTOS.)6/3/04: NO PHOTOS TAKEN BY BUILDING INSPECTOR GEORGE WALLACE."
"002745-04CP","3821 CHILBERG PL SW","98116","1","2004 JUN 01 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMOVED APPROXIMATELY 1,000 - 2,000 SQUARE FEET OF VEGETATION AND BROKEN SIDE SEWER (MAY HAVE TRIED TO REPAIR WITHOUT A PERMIT). ALSO, DIRT SLOUGHING ON TO BOYD PLACE SW RIGHT-OF-WAY.PLEASE NOTIFY (FROM THE FIELD) LATOSHA MURRAY/SPU AT 684-5869 IF A "
"002757-04CP","622 1ST AVE W","98119","7","2004 JUN 02 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","RIPPING OUT ALL OF THE STUCCO FROM THE NORTH SIDE OF THE BUILDING AND DOING INTERIOR AND EXTERIOR REMODELING WITHOUT A PERMIT. LOTS OF NOISE AND DUST IS ALL OVER THE CONSTRUCTION SITE."
"002759-04CP","1 DRAVUS ST","98109","7","2004 JUN 02 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","EXTENSIVE INTERIOR REMODELING WITHOUT A PERMIT. STARTS CONSTRUCTION AS EARLY AS 6:30 AM AND ENDS EVERY NIGHT AS LATE AS 11:00 PM. WORK CAN BE VIEWED FROM THE STREET."
"002786-04CP","643 NW 88TH ST","98117","5","2004 JUN 04 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","CONSTRUCTING A DETACHED STRUCTURE RIGHT UP TO THE ALLEY WITHOUT A PERMIT."
"002789-04CP","5320 S WALLACE ST","98178","2","2004 JUN 04 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A 10 FOOT RETAINING WALL WITHOUT A PERMIT IN A ECA."
"002793-04CP","2920 SW AVALON WAY","98126","1","2004 JUN 04 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","INTERIOR AND EXTERIOR REMODELING TAKING PLACE. ADDED A 2ND STORY WITHOUT A PERMIT."
"002805-04CP","2200 WESTLAKE AVE","98121","7","2004 JUN 07 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","BIG DUST PROBLEM FROM DEMOLITION"
"002843-04CP","8135 4TH AVE SW","98106","1","2004 JUN 09 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A RETAINING WALL (MORE THAN 4' TALL) ALONG EAST PROPERTY LINE AND RAISING GRADE MORE THAN 3' WITHOUT A PERMIT IN A STEEP SLOPE ECA."
"002844-04CP","6004 12TH AVE S","98108","1","2004 JUN 10 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","WORK WITHOUT A PERMIT: CUTTING DOOR INTO BRICK BUILDING. PERMIT 742595 OBTAINED FOR WORK--BUT WRONG ADDRESS."
"002845-04CP","4208 SW CHARLESTOWN ST","98116","1","2004 JUN 10 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","DEMOLISHING A SINGLE FAMILY HOUSE.  DUST AND PARTICLES ARE FLYING IN THE AIR MAKING IT DIFFICULT TO BREATH. CONSTRUCTION COMPANY IS NOT FOLLOWING THE CODE AND KEEPING THE DEBRIS WET."
"002856-04CP","4840 S MORGAN ST","98118","2","2004 JUN 10 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","HOUSE IS BEING RAISED - SITTING ON BEAMS.  NO PERMITS.  STARTED RAISING HOUSE A WEEK OR MORE AGO.  MAY BE PUTTING A UNIT IN BASEMENT."
"002869-04CP","4408 S FERDINAND ST","98118","2","2004 JUN 11 12:00:00 AM","2004","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","CUT/TOPPED SEVERAL LARGE DOUGLAS FIR TREES OVER EASTER WEEK END ON A STEEP SLOPE--NO PERMIT"
"002953-04CP","4220 CORLISS AVE N","98103","4","2004 JUN 17 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|PESTS","DEMOLISH|ROACH","YES","DEMOLISHED ENTIRE HOME W/O PERMIT.  THE CONSTUCTION HAS DESTROYED THE NEIGHBORS FENCE TO THE REAR &IS NOW ENCROACHING ON THE NEIGHBORS YARD."
"002954-04CP","13730 42ND AVE NE","98125","5","2004 JUN 17 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PROPERTY SEVERELY SLOPED FROM WEST TO EAST - DRAINAGE RUNS OFF INTO ADJ PROPERTIES AND 42ND PL NE.  REMOVED FRONT OF HOUSE ABOUT A MONTH AGO - 4 TO 5 JACKS HOLDING UP EXISTING PORTION IN FRONT.  REBUILT DECK IN REAR ABOUT 2 WEEKS AGO.  NO PERMITS."
"002987-04CP","3001 43RD AVE W","98199","6","2004 JUN 21 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","GRADING WITHOUT A PERMIT IN ECA 1 (STEEP SLOPE). THINKS PROPERTY OWNERS MAY BE PREPARING TO INSTALL RETAINING WALL (WITHOUT A PERMIT)."
"002990-04CP","3818 S GRAHAM ST","98118","2","2004 JUN 22 12:00:00 AM","2004","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","ELECTRICAL VAULT INSTALLED WITHOUT A PERMIT PARTLY ON THIS PROPERTY AND PARTLY ON 6008-6040 MLK JR. WY. S. PROPERTY.PARKING COVENANT ISSUES-MAY NOT HAVE CODE REQUIRED PARKING (SEE 6/16/04 LETTER FROM THANH H. TRAN)."
"003003-04CP","8420 47TH AVE S","98118","2","2004 JUN 22 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","QUICKLY PUT UP A GARAGE IN THE REAR YARD OVER THE WEEKEND - MAY STILL BE TOUCHING IT UP - NO PERMITS."
"003016-04CP","421 NE 82ND ST","98115","4","2004 JUN 22 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A DETACHED STRUCTURE RIGHT UP TO THE PROPERTY LINE.  BUILDING ABOUT 3 FEET OR LESS WITHOUT A PERMIT."
"003055-04CP","2320 N 45TH ST","98103","4","2004 JUN 24 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","STOP WORK POSTED--QUIZNOS HAS NO PERMITS FOR TENANT IMPROVEMENTS"
"003076-04CP","12036 NORTH PARK AVE N","98133","5","2004 JUN 25 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A DETACHED STRUCTURE LARGER THAN 120 SQUARE FEET IN THE REQUIRED FRONT YARD WITHOUT A PERMIT."
"003079-04CP","9309 44TH AVE SW","98136","1","2004 JUN 25 12:00:00 AM","2004","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING A SHED IN THE REQUIRED FRONT YARD WITHOUT A PERMIT. ROOF EXTENDS OVER THE PROPERTY LINE. CAN BE VIEWED FROM THE STREET."
"003091-04CP","4536 SW DIRECTOR ST","98136","1","2004 JUN 28 12:00:00 AM","2004","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING AN AWNING IN FRONT WITHOUT A PERMIT."
