RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1028715-VI,Notice of Violation,Case,Emergency,"Heat in the unit isn't working currently - has not worked for a month, building wide issue but most of the units are owner occupied condos. Hot water is irregular as wll. Washer/dryer always breaking down.",2012 Dec 07 12:00:00 AM,2012 Dec 18 12:00:00 AM,Compliance Achieved,Completed,2132 5TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1028715-VI,47.61532169,-122.34142372,"(47.61532169, -122.34142372)",12,2012,4,12,2012,4,False,False,11,7,False,True,False,False,False,False,False
001685-13CP,Complaint,Request,Emergency,No heat since 2/9/13.,2013 Mar 04 12:00:00 AM,2013 Mar 06 12:00:00 AM,Completed,Completed,621 1ST AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001685-13CP,47.62532331,-122.35817451,"(47.62532331, -122.35817451)",3,2013,1,3,2013,1,False,False,2,7,True,False,False,False,True,False,False
001699-13CP,Complaint,Request,Emergency,"Severe substandard living conditions. No running water in some of the units, mold,many doors are not secured, broken doors, broken locks & handles. (Officer McLaughlin stated he can grant access to enter call him directly)",2013 Mar 05 12:00:00 AM,2013 Mar 05 12:00:00 AM,Completed,Completed,2302 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001699-13CP,47.61565753,-122.34387202,"(47.61565753, -122.34387202)",3,2013,1,3,2013,1,False,False,0,7,True,False,False,False,True,False,False
002282-13CP,Complaint,Request,Emergency,"Carpet is torn in some area and floor is showing with nails. Kitchen and bathroom linoleum have holes. Ceiling and walls have cracks in them. Heater does not work, bedroom heater works but have to mess with wiring. Other issues there and tenant will show inspector.",2013 Apr 24 12:00:00 AM,2013 Apr 25 12:00:00 AM,Completed,Completed,409 EASTLAKE AVE E,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002282-13CP,47.6223279,-122.32954008,"(47.6223279, -122.32954008)",4,2013,2,4,2013,2,False,False,1,7,True,False,False,False,False,False,False
005652-13CP,Complaint,Request,Emergency,"No heat (electrical unit) since she moved into studio apartment in June. Also, cockroaches in unit, windows don't lock, mold.",2013 Nov 27 12:00:00 AM,2013 Nov 27 12:00:00 AM,Completed,Completed,714 7TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005652-13CP,47.6060148,-122.3275709,"(47.6060148, -122.3275709)",11,2013,4,11,2013,4,False,False,0,7,True,False,False,False,True,False,False
005924-13CP,Complaint,Request,Emergency,Water pipe burst on December 7 - her unit was deemed non-habitable because the walls and floor were moisture damaged and the landlord was told he would have to rip the unit down to its studs.  She was told to move out.  She paid rent through 12/31.  Most of her property is being stored on site in storage units and a few pieces of furniture remain in her unit.  The landlord is not offering her another unit or any financial assistance to secure other housing.  She has a friend's place to stay unt,2013 Dec 27 12:00:00 AM,2013 Dec 27 12:00:00 AM,Completed,Completed,1401 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005924-13CP,47.63165479,-122.34794361,"(47.63165479, -122.34794361)",12,2013,4,12,2013,4,False,False,0,7,True,False,False,False,True,True,False
1029205-VI,Notice of Violation,Case,Emergency,No heat since 2/9/13.,2013 Mar 06 12:00:00 AM,2013 Apr 15 12:00:00 AM,Compliance Achieved,Completed,621 1ST AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1029205-VI,47.62532331,-122.35817451,"(47.62532331, -122.35817451)",3,2013,1,4,2013,2,False,False,40,7,False,True,False,False,True,False,False
1029214-VI,Notice of Violation,Case,Emergency,"Severe substandard living conditions. No running water in some of the units, mold,many doors are not secured, broken doors, broken locks & handles. (Officer McLaughlin stated he can grant access to enter call him directly)",2013 Mar 07 12:00:00 AM,2013 Mar 15 12:00:00 AM,Compliance Achieved,Completed,2302 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1029214-VI,47.61565753,-122.34387202,"(47.61565753, -122.34387202)",3,2013,1,3,2013,1,False,False,8,7,False,True,False,False,True,False,False
1029250-VI,Notice of Violation,Case,Emergency,"Severe substandard living conditions. No running water in some of the units, mold,many doors are not secured, broken doors, broken locks & handles. (Officer McLaughlin stated he can grant access to enter call him directly)",2013 Mar 14 12:00:00 AM,2014 Jan 13 12:00:00 AM,Compliance Achieved,Completed,2302 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1029250-VI,47.61565753,-122.34387202,"(47.61565753, -122.34387202)",3,2013,1,1,2014,1,False,False,305,7,False,True,False,False,True,False,False
1029486-VI,Notice of Violation,Case,Emergency,"Carpet is torn in some area and floor is showing with nails. Kitchen and bathroom linoleum have holes. Ceiling and walls have cracks in them. Heater does not work, bedroom heater works but have to mess with wiring. Other issues there and tenant will show inspector.",2013 Apr 25 12:00:00 AM,2014 Feb 13 12:00:00 AM,Compliance Achieved,Completed,409 EASTLAKE AVE E,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1029486-VI,47.6223279,-122.32954008,"(47.6223279, -122.32954008)",4,2013,2,2,2014,1,False,False,294,7,False,True,False,False,False,False,False
1030966-VI,Notice of Violation,Case,Emergency,"No heat (electrical unit) since she moved into studio apartment in June. Also, cockroaches in unit, windows don't lock, mold.",2013 Nov 27 12:00:00 AM,2013 Dec 02 12:00:00 AM,Compliance Achieved,Completed,714 7TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1030966-VI,47.6060148,-122.3275709,"(47.6060148, -122.3275709)",11,2013,4,12,2013,4,False,False,5,7,False,True,False,False,True,False,False
1030976-VI,Notice of Violation,Case,Emergency,"No heat (electrical unit) since she moved into studio apartment in June. Also, cockroaches in unit, windows don't lock, mold.",2013 Dec 03 12:00:00 AM,2014 Jan 27 12:00:00 AM,Compliance Achieved,Completed,714 7TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1030976-VI,47.6060148,-122.3275709,"(47.6060148, -122.3275709)",12,2013,4,1,2014,1,False,False,55,7,False,True,False,False,True,False,False
002504-14CP,Complaint,Request,Emergency,"Per Phone: occupant has been displaced from her home becouse of flooding in the unit above.  The walls in her unit are being demolished.  The kitchen, bathroom, bedrooms,and most of the units walls have been demolished.  Owners seem unconcerned about the tennants needs.",2014 May 01 12:00:00 AM,2014 May 01 12:00:00 AM,Completed,Completed,117 JOHN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002504-14CP,47.61964847,-122.35470339,"(47.61964847, -122.35470339)",5,2014,2,5,2014,2,False,False,0,7,True,False,False,False,True,False,False
005081-14CP,Complaint,Request,Emergency,Raw sewage backed-up from the bath tub.,2014 Sep 11 12:00:00 AM,2014 Sep 12 12:00:00 AM,Completed,Completed,709 W CREMONA ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005081-14CP,47.64951704,-122.36668599,"(47.64951704, -122.36668599)",9,2014,3,9,2014,3,False,False,1,7,True,False,False,False,True,False,False
005725-14CP,Complaint,Request,Emergency,Raw Sewage leaking from the ceiling.  Landlord said they have to wait until this Thursday.  Not good/,2014 Oct 21 12:00:00 AM,2014 Oct 21 12:00:00 AM,Completed,Completed,1108 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005725-14CP,47.6290879,-122.36857331,"(47.6290879, -122.36857331)",10,2014,4,10,2014,4,False,False,0,7,True,False,False,False,True,False,False
006132-14CP,Complaint,Request,Emergency,"Per complaint line: Tenant has no heat, there are two different inoperable heating units in apartment; landlord says apartment is as is and no further repairs will be done.",2014 Nov 18 12:00:00 AM,2014 Nov 18 12:00:00 AM,Completed,Completed,416 W FULTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006132-14CP,47.64591664,-122.36300787,"(47.64591664, -122.36300787)",11,2014,4,11,2014,4,False,False,0,7,True,False,False,False,True,False,False
006201-14CP,Complaint,Request,Emergency,no water since 12:00am 11/22/14 and it is still off. The manager and maintenance said they have no idea when it will be back on.No water has been provided to tenants.Property manager Deeanna Chase 206-622-0970,2014 Nov 25 12:00:00 AM,2014 Nov 25 12:00:00 AM,Completed,Closed,2020 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006201-14CP,47.61775085,-122.33552095,"(47.61775085, -122.33552095)",11,2014,4,11,2014,4,False,False,0,7,True,False,False,False,True,False,False
1031962-VI,Notice of Violation,Case,Emergency,"Per Phone: occupant has been displaced from her home becouse of flooding in the unit above.  The walls in her unit are being demolished.  The kitchen, bathroom, bedrooms,and most of the units walls have been demolished.  Owners seem unconcerned about the tennants needs.",2014 May 15 12:00:00 AM,2014 Jul 24 12:00:00 AM,Compliance Achieved,Completed,117 JOHN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1031962-VI,47.61964847,-122.35470339,"(47.61964847, -122.35470339)",5,2014,2,7,2014,3,False,False,70,7,False,True,False,False,True,False,False
1032894-VI,Notice of Violation,Case,Emergency,Raw sewage backed-up from the bath tub.,2014 Sep 12 12:00:00 AM,2014 Sep 19 12:00:00 AM,Compliance Achieved,Completed,709 W CREMONA ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1032894-VI,47.64951704,-122.36668599,"(47.64951704, -122.36668599)",9,2014,3,9,2014,3,False,False,7,7,False,True,False,False,True,False,False
1033225-VI,Notice of Violation,Case,Emergency,Raw Sewage leaking from the ceiling.  Landlord said they have to wait until this Thursday.  Not good/,2014 Oct 21 12:00:00 AM,2014 Oct 24 12:00:00 AM,Compliance Achieved,Completed,1108 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033225-VI,47.6290879,-122.36857331,"(47.6290879, -122.36857331)",10,2014,4,10,2014,4,False,False,3,7,False,True,False,False,True,False,False
1033421-VI,Notice of Violation,Case,Emergency,"Per complaint line: Tenant has no heat, there are two different inoperable heating units in apartment; landlord says apartment is as is and no further repairs will be done.",2014 Nov 19 12:00:00 AM,2014 Nov 20 12:00:00 AM,Compliance Achieved,Completed,416 W FULTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033421-VI,47.64591664,-122.36300787,"(47.64591664, -122.36300787)",11,2014,4,11,2014,4,False,False,1,7,False,True,False,False,True,False,False
1033459-VI,Notice of Violation,Case,Emergency,no water since 12:00am 11/22/14 and it is still off. The manager and maintenance said they have no idea when it will be back on.No water has been provided to tenants.Property manager Deeanna Chase 206-622-0970,2014 Nov 25 12:00:00 AM,2014 Nov 26 12:00:00 AM,Compliance Achieved,Completed,2020 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033459-VI,47.61775085,-122.33552095,"(47.61775085, -122.33552095)",11,2014,4,11,2014,4,False,False,1,7,False,True,False,False,True,False,False
001148-15CP,Complaint,Request,Emergency,NO HEAT - Landlord has made attempts to fix without permits.,2015 Jan 13 12:00:00 AM,2015 Jan 13 12:00:00 AM,Completed,Completed,822 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001148-15CP,47.62701007,-122.34471545,"(47.62701007, -122.34471545)",1,2015,1,1,2015,1,False,False,0,7,True,False,False,False,True,False,False
003180-15CP,Complaint,Request,Emergency,"My room mate submitted a repair notice for plumbing on 5/1. I saw the plumber on 5/11 and he said the main sewer line was broken. Sewer back up was in the kitchen sink, toilet and shower. Right now it is still in the kitchen sink. The property manager said they wanted a second opinion about the broken sewer pipe. The plumber I saw on Monday aske me to not use to much water or else it may flood again. Please help us.",2015 May 14 12:00:00 AM,2015 May 14 12:00:00 AM,Completed,Completed,1222 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003180-15CP,47.63041728,-122.34594408,"(47.63041728, -122.34594408)",5,2015,2,5,2015,2,False,False,0,7,True,False,False,False,False,False,False
006361-15CP,Complaint,Request,Emergency,"Non functioning wall gas heater. Water damage inside bedroon, mold, damaged carpet. Older house, lights dim and flash constantly. Use of extension cords outside building may pose hazard.",2015 Sep 29 12:00:00 AM,2015 Sep 29 12:00:00 AM,Completed,Completed,2058 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006361-15CP,47.63837628,-122.37471274,"(47.63837628, -122.37471274)",9,2015,3,9,2015,3,False,False,0,7,True,False,False,False,True,False,False
006911-15CP,Complaint,Request,Emergency,"Per online complaint: ""Since the morning of October 21st, for over 7 days now, there has been absolutely no heat and intermittent hot water in the building (all 24 units).",2015 Oct 28 12:00:00 AM,2015 Oct 28 12:00:00 AM,Completed,Completed,702 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006911-15CP,47.62584507,-122.35897587,"(47.62584507, -122.35897587)",10,2015,4,10,2015,4,False,False,0,7,True,False,False,False,True,False,False
1033760-VI,Notice of Violation,Case,Emergency,NO HEAT - Landlord has made attempts to fix without permits.,2015 Jan 15 12:00:00 AM,,,Completed,822 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033760-VI,47.62701007,-122.34471545,"(47.62701007, -122.34471545)",1,2015,1,,,,True,True,,7,False,True,False,False,True,False,False
1035769-VI,Notice of Violation,Case,Emergency,"Non functioning wall gas heater. Water damage inside bedroon, mold, damaged carpet. Older house, lights dim and flash constantly. Use of extension cords outside building may pose hazard.",2015 Sep 30 12:00:00 AM,2015 Oct 02 12:00:00 AM,Compliance Achieved,Completed,2058 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035769-VI,47.63837628,-122.37471274,"(47.63837628, -122.37471274)",9,2015,3,10,2015,4,False,False,2,7,False,True,False,False,True,False,False
1035877-VI,Notice of Violation,Case,Emergency,"Non functioning wall gas heater. Water damage inside bedroon, mold, damaged carpet. Older house, lights dim and flash constantly. Use of extension cords outside building may pose hazard.",2015 Oct 14 12:00:00 AM,2016 Jan 13 12:00:00 AM,Compliance Achieved,Completed,2058 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035877-VI,47.63837628,-122.37471274,"(47.63837628, -122.37471274)",10,2015,4,1,2016,1,False,False,91,7,False,True,False,False,True,False,False
003526-16CP,Complaint,Request,Emergency,Water got shut off in the entire building today. The landlord doesnt know when it will be back.,2016 May 13 12:00:00 AM,2016 May 16 12:00:00 AM,Completed,Completed,1820 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003526-16CP,47.61783424,-122.33135811,"(47.61783424, -122.33135811)",5,2016,2,5,2016,2,False,False,3,7,True,False,False,False,False,False,False
006423-16CP,Complaint,Request,Emergency,"Complainant is a tenant in the lower unit. For the past 4 days, the sewer has been backing up onto the bathroom floor. Tenant cannot use shower, toilet, sink, etc. Furthermore, additional backups occur when the tenants use water upstairs. Backyard floods with sewage as well - roots observed in pipes. Complainant contacted plumber to make repairs; however, the landlord told plumber to leave premises (he would fix it himself). Nothing has been done to address problem. Also, there has been an ongo",2016 Sep 13 12:00:00 AM,2016 Sep 14 12:00:00 AM,Completed,Completed,807 NEWTON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006423-16CP,47.63647639,-122.34108756,"(47.63647639, -122.34108756)",9,2016,3,9,2016,3,False,False,1,7,True,False,False,False,True,False,False
007297-16CP,Complaint,Request,Emergency,PER ONLINE COMPLAINT: Yesterday 10/25 I came home around 12pm and saw a sign saying emergency water cut off and temerity bathrooms were placed in the back ally of our building. It's been 24 hours and still no water and no explanation to why it was shut off. This isn't the first time this has happened here.,2016 Oct 27 12:00:00 AM,2016 Oct 28 12:00:00 AM,Completed,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007297-16CP,47.60892711,-122.32897271,"(47.60892711, -122.32897271)",10,2016,4,10,2016,4,False,False,1,7,True,False,False,False,True,False,False
