address_norm,example_raw_address,DISTRICT,elevator_complaint_count,first_elevator_complaint_date,last_elevator_complaint_date,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,sfd_rescue_at_address_flag,conveyance_active_record_count,conveyance_active_flag,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_no_cert_record_count,conveyance_no_cert_flag,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,has_both_complaint_and_rescue_flag,days_first_complaint_to_first_rescue
5398 RUSSELL AVE NW,5398 RUSSELL AVE NW,6.0,1,2019-01-17,2019-01-17,6,2023-05-06,2025-12-09,True,0,False,,,,,,,0,False,,,,,,,True,1570.0
5444 DELRIDGE WAY SW,5444 DELRIDGE WAY SW,1.0,3,2019-05-20,2025-12-08,2,2020-09-26,2021-07-03,True,1,True,EQP-CY-07855,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 10497",Active,2013-11-27,2013-11-27,0,False,,,,,,,True,495.0
55 S ATLANTIC ST,55 S ATLANTIC ST,1.0,9,2023-01-01,2025-07-18,2,2022-11-19,2023-02-24,True,0,False,,,,,,,2,True,EQP-CY-03252 | EQP-CY-03251,Conveyance Equipment Certification,"1-F - Cabled Elevator, City # 1482 | 2-F - Cabled Elevator, City # 1483",Operating Without Certificate,1990-04-05,1990-04-05,True,-43.0
5528 15TH AVE NE,5528 15th AVE NE,4.0,1,2019-10-26,2019-10-26,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
5621 22ND AVE NW,5621 22nd AVE NW,6.0,1,2025-11-24,2025-11-24,12,2021-04-26,2025-06-21,True,0,False,,,,,,,0,False,,,,,,,True,-1673.0
5625 15TH AVE NE,5625 15th AVE NE,4.0,1,2023-06-24,2023-06-24,0,,,False,1,True,EQP-CY-00363,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2781",Active,1989-02-21,1989-02-21,0,False,,,,,,,False,
566 PROSPECT ST,566 PROSPECT ST,7.0,1,2020-07-27,2020-07-27,0,,,False,0,False,,,,,,,1,True,EQP-CY-01587,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5575",Operating Without Certificate,1989-09-13,1989-09-13,False,
5941 CALIFORNIA AVE SW,5941 CALIFORNIA AVE SW,1.0,1,2020-07-15,2020-07-15,0,,,False,0,False,,,,,,,1,True,EQP-CY-00394,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5506",Operating Without Certificate,1989-03-02,1989-03-02,False,
600 5TH AVE W,600 5TH AVE W,7.0,1,2019-06-03,2019-06-03,4,2021-07-20,2025-07-17,True,1,True,EQP-CY-02922,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 5050",Active,1990-03-02,1990-03-02,0,False,,,,,,,True,778.0
600 7TH AVE,600 7TH AVE,7.0,2,2021-01-21,2021-03-10,10,2024-03-09,2025-05-28,True,2,True,EQP-CY-04375 | EQP-CY-04374,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 5862 | 1-P - Hydraulic Elevator, City # 5861",Active,1991-11-20,1991-11-20,0,False,,,,,,,True,1143.0
600 9TH AVE,600 9TH AVE,3.0,3,2018-10-12,2023-06-22,1,2025-07-04,2025-07-04,True,0,False,,,,,,,1,True,EQP-CY-01336,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2484",Operating Without Certificate,1989-08-17,1989-08-17,True,2457.0
600 E HOWELL ST,600 E HOWELL ST,3.0,3,2023-11-07,2024-02-02,11,2021-06-20,2025-01-21,True,0,False,,,,,,,0,False,,,,,,,True,-870.0
600 ELLIOTT AVE W,600 ELLIOTT AVE W,7.0,2,2025-06-18,2025-06-27,1,2023-06-04,2023-06-04,True,2,True,EQP-CY-08015 | EQP-CY-08014,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 11233 | 1 - Cabled Elevator, City # 11232",Active,2014-08-14,2014-08-14,0,False,,,,,,,True,-745.0
600 W OLYMPIC PL,600 W OLYMPIC PL,7.0,1,2021-11-22,2021-11-22,5,2020-03-28,2024-07-28,True,0,False,,,,,,,2,True,EQP-CY-01904 | EQP-CY-01903,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 881 | 1-P - Cabled Elevator, City # 880",Operating Without Certificate,1989-10-27,1989-10-27,True,-604.0
601 S WASHINGTON ST,601 S WASHINGTON ST,2.0,2,2017-09-08,2017-09-12,1,2025-09-07,2025-09-07,True,2,True,EQP-CY-04373 | EQP-CY-04372,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 5872 | 1-P - Hydraulic Elevator, City # 5871",Active,1991-11-20,1991-11-20,0,False,,,,,,,True,2921.0
602 TERRY AVE N,602 Terry AVE N,7.0,1,2025-10-03,2025-10-03,2,2023-05-20,2025-12-02,True,0,False,,,,,,,0,False,,,,,,,True,-867.0
604 GALER ST,604 GALER ST,7.0,1,2021-10-18,2021-10-18,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6040 CALIFORNIA,6040 California,,1,2025-03-11,2025-03-11,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6040 CALIFORNIA AVE SW,6040 California AVE SW,1.0,1,2025-06-26,2025-06-26,0,,,False,1,True,EQP-CY-04431,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5962",Active,1992-07-22,1992-07-22,0,False,,,,,,,False,
606 12TH AVE S,606 12TH AVE S,2.0,1,2020-06-09,2020-06-09,2,2022-10-29,2023-05-06,True,0,False,,,,,,,1,True,EQP-CY-04807,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6542",Operating Without Certificate,1995-10-27,1995-10-27,True,872.0
607 3RD AVE,607 3RD AVE,1.0,1,2024-06-24,2024-06-24,72,2021-02-22,2025-12-03,True,1,True,EQP-CY-03742,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 638",Active,1990-07-17,1990-07-17,0,False,,,,,,,True,-1218.0
607 E HARRISON ST,607 E HARRISON ST,3.0,2,2021-05-17,2022-02-02,5,2022-02-28,2022-03-31,True,1,True,EQP-CY-04227,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5764",Active,1991-02-26,1991-02-26,0,False,,,,,,,True,287.0
609 YESLER WAY,609 YESLER WAY,2.0,4,2018-03-01,2024-10-29,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
610 HARVARD AVE E,610 HARVARD AVE E,3.0,3,2025-04-11,2025-07-08,1,2021-06-28,2021-06-28,True,1,True,EQP-CY-00631,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 3146",Active,1989-03-30,1989-03-30,0,False,,,,,,,True,-1383.0
615 E PIKE ST,615 E PIKE ST,3.0,1,2023-07-14,2023-07-14,2,2021-06-11,2023-07-01,True,1,True,EQP-CY-05290,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6859",Active,1998-12-31,1998-12-31,0,False,,,,,,,True,-763.0
62 CEDAR ST,62 CEDAR ST,7.0,2,2020-06-15,2022-03-28,2,2020-03-16,2022-08-09,True,1,True,EQP-CY-07808,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10494",Active,2013-10-03,2013-10-03,1,True,EQP-CY-07809,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 10495",Operating Without Certificate,2013-10-03,2013-10-03,True,-91.0
620 18TH AVE E,620 18TH AVE E,3.0,1,2023-07-23,2023-07-23,2,2026-01-06,2026-01-10,True,1,True,EQP-CY-02543,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2469",Active,1990-01-02,1990-01-02,0,False,,,,,,,True,898.0
620 GALER ST,620 GALER ST,7.0,1,2025-12-04,2025-12-04,1,2025-03-29,2025-03-29,True,0,False,,,,,,,0,False,,,,,,,True,-250.0
620 W OLYMPIC PL,620 W OLYMPIC PL,7.0,1,2025-08-03,2025-08-03,0,,,False,1,True,EQP-CY-00781,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2039",Active,1989-06-09,1989-06-09,0,False,,,,,,,False,
624 YALE AVE N,624 YALE AVE N,7.0,1,2023-02-18,2023-02-18,1,2025-09-07,2025-09-07,True,2,True,EQP-CY-08962 | EQP-CY-08961,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 12305 | 4-P - Cabled Elevator, City # 12306",Active,2018-03-08,2018-03-08,2,True,EQP-CY-08960 | EQP-CY-08959,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12298 | 1-P - Cabled Elevator, City # 12297",Operating Without Certificate,2018-03-08,2018-03-08,True,932.0
6420 CALIFORNIA AVE SW,6420 CALIFORNIA AVE SW,1.0,2,2025-11-28,2025-12-02,12,2021-08-03,2025-11-22,True,2,True,EQP-CY-03267 | EQP-CY-03266,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 3109 | 1-P - Cabled Elevator, City # 3108",Active,1990-04-05,1990-04-05,0,False,,,,,,,True,-1578.0
65 S WASHINGTON ST,65 S WASHINGTON ST,1.0,11,2017-12-01,2025-05-20,2,2022-04-21,2026-01-18,True,1,True,EQP-CY-06381,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8556",Active,2005-05-11,2005-05-11,0,False,,,,,,,True,1602.0
6512 35TH AVE SW,6512 35TH AVE SW,1.0,4,2024-03-14,2024-05-30,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6520 35TH AVE SW,6520 35TH AVE SW,1.0,4,2018-05-22,2024-02-07,9,2021-02-21,2025-10-28,True,1,True,EQP-CY-01478,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3731",Active,1989-09-04,1989-09-04,0,False,,,,,,,True,1006.0
6545 RAVENNA AVE NE,6545 RAVENNA AVE NE,4.0,2,2020-02-24,2021-09-30,2,2021-12-16,2021-12-19,True,0,False,,,,,,,1,True,EQP-CY-01251,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5042",Operating Without Certificate,1989-07-18,1989-07-18,True,661.0
6620 ROOSEVELT WAY NE,6620 ROOSEVELT WAY NE,4.0,2,2023-04-08,2025-10-01,15,2022-10-16,2025-11-29,True,6,True,EQP-CY-10608 | EQP-CY-10607 | EQP-CY-10606 | EQP-CY-10605 | EQP-CY-10604 | EQP-CY-10603,Conveyance Equipment Certification,"6P - Hydraulic Elevator, City # 14003 | 5-P - Hydraulic Elevator, City # 14002 | 4P - Cabled Elevator, City # 14001 | 3P - Cabled Elevator, City # 14000 | 2P - Cabled Elevator, City # 13999 | 1P - Cabled Elevator, City # 13998",Active,2023-01-13,2023-01-13,0,False,,,,,,,True,-174.0
668 S LANE ST,668 S LANE ST,2.0,1,2020-12-07,2020-12-07,4,2020-06-25,2024-04-30,True,1,True,EQP-CY-05965,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 7966",Active,2002-05-14,2002-05-14,0,False,,,,,,,True,-165.0
6726 GREENWOOD AVE N,6726 GREENWOOD AVE N,6.0,1,2023-05-30,2023-05-30,3,2021-04-09,2025-04-06,True,0,False,,,,,,,1,True,EQP-CY-09887,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12925",Operating Without Certificate,2019-09-13,2019-09-13,True,-781.0
6860 E GREENLAKE WAY N,6860 E Greenlake WAY N,,1,2024-03-08,2024-03-08,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6860 EAST GREEN LAKE WAY N,6860 EAST GREEN LAKE WAY N,6.0,3,2024-03-11,2025-11-20,1,2024-07-28,2024-07-28,True,1,True,EQP-CY-10722,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14251",Active,2023-05-25,2023-05-25,0,False,,,,,,,True,139.0
6900 GREEN LAKE,6900 GREEN LAKE,,1,2019-02-25,2019-02-25,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6901 A M L KING JR WAY S,6901 A M L KING JR WAY S,2.0,1,2024-01-15,2024-01-15,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
6901 M L KING JR WAY S,6901 M L KING JR WAY S,2.0,6,2024-01-10,2024-07-17,9,2022-06-04,2023-07-04,True,0,False,,,,,,,2,True,EQP-CY-10413 | EQP-CY-10412,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 13970 | 1-P - Cabled Elevator, City # 13969",Operating Without Certificate,2022-03-16,2022-03-16,True,-585.0
6940 M L KING JR WAY S,6940 M L KING JR WAY S,2.0,1,2019-12-05,2019-12-05,7,2020-02-01,2022-05-26,True,2,True,EQP-CY-08691 | EQP-CY-08687,Conveyance Equipment Certification,"A - Hydraulic Elevator, City # 12064 | B - Hydraulic Elevator, City # 12063",Active,2017-03-30,2017-04-04,0,False,,,,,,,True,58.0
701 GALER ST,701 GALER ST,7.0,1,2025-04-01,2025-04-01,1,2024-12-05,2024-12-05,True,2,True,EQP-CY-04533 | EQP-CY-04532,Conveyance Equipment Certification,"2-S - Hydraulic Elevator, City # 6302 | 1-N - Hydraulic Elevator, City # 6301",Active,1993-05-24,1993-05-24,0,False,,,,,,,True,-117.0
7016 15TH AVE NW,7016 15TH AVE NW,6.0,1,2023-06-16,2023-06-16,0,,,False,2,True,EQP-CY-08775 | EQP-CY-08774,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12147 | 1-P - Cabled Elevator, City # 12146",Active,2017-07-25,2017-07-25,0,False,,,,,,,False,
703 N 105TH ST,703 N 105TH ST,5.0,2,2023-07-29,2024-04-29,0,,,False,1,True,EQP-CY-02450,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4788",Active,1989-12-05,1989-12-05,0,False,,,,,,,False,
704 SPRING ST,704 SPRING ST,7.0,9,2024-04-08,2024-09-09,2,2024-06-15,2024-09-09,True,0,False,,,,,,,0,False,,,,,,,True,68.0
705 S WELLER ST,705 S WELLER ST,2.0,8,2020-12-25,2024-08-30,8,2021-09-21,2023-07-31,True,1,True,EQP-CY-06531,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8814",Active,2006-09-22,2006-09-22,0,False,,,,,,,True,270.0
707 TERRY AVE,707 Terry AVE,3.0,2,2024-10-17,2025-12-13,6,2024-08-10,2026-01-01,True,7,True,EQP-CY-11194 | EQP-CY-11193 | EQP-CY-11192 | EQP-CY-11191 | EQP-CY-11190 | EQP-CY-11188 | EQP-CY-11186,Conveyance Equipment Certification,"L - Cabled Elevator, City # 13949 | K - Cabled Elevator, City # 13948 | G - Cabled Elevator, City # 13404 | F - Cabled Elevator, City # 13403 | E - Cabled Elevator, City # 13402 | C - Cabled Elevator, City # 13400 | A - Cabled Elevator, City # 13398",Active,2025-12-10,2025-12-10,0,False,,,,,,,True,-68.0
708 N 35TH ST,708 N 35TH ST,6.0,3,2025-02-03,2025-04-29,2,2020-06-27,2022-04-21,True,1,True,EQP-CY-02971,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3659",Active,1990-03-02,1990-03-02,0,False,,,,,,,True,-1682.0
710 CHERRY ST,710 Cherry ST,7.0,1,2023-03-24,2023-03-24,18,2020-03-02,2025-03-10,True,0,False,,,,,,,2,True,EQP-CY-08814 | EQP-CY-08813,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12244 | 1-P - Cabled Elevator, City # 12243",Operating Without Certificate,2017-09-13,2017-09-13,True,-1117.0
7100 CALIFORNIA AVE SW,7100 CALIFORNIA AVE SW,1.0,1,2024-01-18,2024-01-18,0,,,False,1,True,EQP-CY-01644,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3309",Active,1989-09-14,1989-09-14,0,False,,,,,,,False,
7101 62ND AVE NE,7101 62ND AVE NE,4.0,1,2023-10-31,2023-10-31,1,2021-11-05,2021-11-05,True,0,False,,,,,,,3,True,EQP-CY-09863 | EQP-CY-09862 | EQP-CY-09802,Conveyance Equipment Certification,"P3 - Hydraulic Elevator, City # 12765 | P2 - Hydraulic Elevator, City # 12764 | P-1 - Hydraulic Elevator, City # 12763",Operating Without Certificate,2019-05-21,2019-07-31,True,-725.0
720 LAKESIDE AVE S,720 LAKESIDE AVE S,3.0,7,2019-05-20,2020-01-08,0,,,False,1,True,EQP-CY-03663,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2267",Active,1990-06-12,1990-06-12,0,False,,,,,,,False,
7325 RAINIER AVE S,7325 RAINIER AVE S,2.0,1,2023-10-25,2023-10-25,0,,,False,0,False,,,,,,,1,True,EQP-CY-00390,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2642",Operating Without Certificate,1989-03-02,1989-03-02,False,
736 BELLEVUE PL E,736 BELLEVUE PL E,3.0,2,2023-06-20,2025-09-16,1,2024-06-07,2024-06-07,True,1,True,EQP-CY-10287,Conveyance Equipment Certification,"1P - Cabled Elevator, City # 13343",Active,2021-05-14,2021-05-14,0,False,,,,,,,True,353.0
747 N 135TH ST,747 N 135TH ST,5.0,1,2025-03-24,2025-03-24,2,2024-08-11,2025-01-11,True,3,True,EQP-CY-00269 | EQP-CY-00268 | EQP-CY-00266,Conveyance Equipment Certification,"4-P - Hydraulic Elevator, City # 4549 | 3-F - Hydraulic Elevator, City # 2708 | 1-P - Cabled Elevator, City # 2706",Active,1989-01-17,1989-01-17,1,True,EQP-CY-00267,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 2707",Operating Without Certificate,1989-01-17,1989-01-17,True,-225.0
75 VINE ST,75 VINE ST,7.0,3,2024-05-28,2025-04-15,3,2022-02-28,2023-07-19,True,2,True,EQP-CY-08198 | EQP-CY-08197,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11486 | 1-P - Cabled Elevator, City # 11485",Active,2015-06-10,2015-06-10,0,False,,,,,,,True,-820.0
7524 35TH AVE SW,7524 35TH AVE SW,1.0,3,2022-09-08,2025-06-12,2,2021-03-01,2021-03-10,True,1,True,EQP-CY-01479,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5612",Active,1989-09-04,1989-09-04,0,False,,,,,,,True,-556.0
7700 RAINIER AVE S,7700 RAINIER AVE S,2.0,1,2024-05-02,2024-05-02,7,2022-06-20,2025-07-01,True,0,False,,,,,,,2,True,EQP-CY-07817 | EQP-CY-07816,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 10500 | 1 - Hydraulic Elevator, City # 10499",Operating Without Certificate,2013-10-03,2013-10-03,True,-682.0
80 S MAIN ST,80 S MAIN ST,1.0,2,2024-02-19,2024-09-10,13,2019-12-14,2023-05-04,True,1,True,EQP-CY-08464,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11750",Active,2016-05-25,2016-05-25,0,False,,,,,,,True,-1528.0
800 E DENNY WAY,800 E DENNY WAY,3.0,1,2024-05-31,2024-05-31,3,2024-03-28,2025-08-10,True,2,True,EQP-CY-10862 | EQP-CY-10861,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 14127 | 1-P - Cabled Elevator, City # 14126",Active,2024-03-07,2024-03-07,0,False,,,,,,,True,-64.0
800 JEFFERSON ST,800 JEFFERSON ST,2.0,5,2016-04-26,2021-10-31,14,2020-01-27,2026-01-17,True,2,True,EQP-CY-02338 | EQP-CY-02337,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 2949 | 1-P - Cabled Elevator, City # 2948",Active,1989-12-04,1989-12-04,1,True,EQP-CY-07530,Conveyance Equipment Certification,"3 - Hydraulic Elevator, City # 10197",Operating Without Certificate,2011-10-05,2011-10-05,True,1371.0
800 SENECA ST,800 SENECA ST,7.0,12,2016-10-31,2025-07-27,21,2020-01-19,2026-01-19,True,3,True,EQP-CY-08148 | EQP-CY-08147 | EQP-CY-08144,Conveyance Equipment Certification,"C - Cabled Elevator, City # 11363 | B - Cabled Elevator, City # 11362 | A - Cabled Elevator, City # 11361",Active,2015-04-08,2015-04-09,0,False,,,,,,,True,1175.0
801 9TH AVE,801 9TH AVE,3.0,1,2022-02-14,2022-02-14,3,2023-12-09,2025-03-27,True,1,True,EQP-CY-07048,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 9583",Active,2009-04-08,2009-04-08,0,False,,,,,,,True,663.0
801 PINE ST,801 PINE ST,7.0,1,2023-08-24,2023-08-24,1,2021-08-28,2021-08-28,True,3,True,EQP-CY-10851 | EQP-CY-03322 | EQP-CY-03321,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 14518 | 2-P - Cabled Elevator, City # 3317 | 1-P - Cabled Elevator, City # 3316",Active,1990-04-05,2024-02-14,0,False,,,,,,,True,-726.0
801 SPRING ST,801 SPRING ST,7.0,9,2018-11-13,2025-12-20,1,2020-01-26,2020-01-26,True,0,False,,,,,,,0,False,,,,,,,True,439.0
809 OLIVE WAY,809 OLIVE WAY,7.0,3,2023-05-05,2024-05-18,12,2021-02-26,2024-04-28,True,4,True,EQP-CY-07879 | EQP-CY-07151 | EQP-CY-07150 | EQP-CY-07149,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 11254 | 3-P - Cabled Elevator, City # 9483 | 2-P - Cabled Elevator, City # 9482 | 1-P - Cabled Elevator, City # 9481",Active,2009-08-18,2014-01-10,0,False,,,,,,,True,-798.0
8105 GREENWOOD AVE N,8105 GREENWOOD AVE N,6.0,1,2025-02-25,2025-02-25,4,2022-04-17,2025-07-31,True,1,True,EQP-CY-10591,Conveyance Equipment Certification,"1P - Cabled Elevator, City # 13902",Active,2023-01-11,2023-01-11,0,False,,,,,,,True,-1045.0
811 N 130TH ST,811 N 130TH ST,5.0,1,2023-01-30,2023-01-30,0,,,False,1,True,EQP-CY-01980,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3669",Active,1989-10-27,1989-10-27,0,False,,,,,,,False,
823 MADISON ST,823 MADISON ST,7.0,2,2019-11-15,2019-11-22,10,2020-04-22,2022-03-04,True,0,False,,,,,,,0,False,,,,,,,True,159.0
828 NE 66TH ST,828 NE 66TH ST,4.0,3,2023-11-05,2024-05-24,1,2024-01-15,2024-01-15,True,0,False,,,,,,,0,False,,,,,,,True,71.0
84 UNION ST,84 UNION ST,7.0,1,2024-05-31,2024-05-31,3,2022-12-11,2024-01-07,True,0,False,,,,,,,1,True,EQP-CY-07081,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9377",Operating Without Certificate,2009-06-09,2009-06-09,True,-537.0
843 HIAWATHA PL S,843 HIAWATHA PL S,3.0,18,2024-10-23,2025-12-09,8,2025-03-05,2026-01-14,True,1,True,EQP-CY-06808,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9350",Active,2008-03-18,2008-03-18,0,False,,,,,,,True,133.0
848 NE 67TH ST,848 NE 67TH ST,4.0,1,2017-04-10,2017-04-10,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
85 PIKE ST,85 PIKE ST,7.0,2,2022-11-21,2022-11-29,3,2020-06-17,2025-05-28,True,3,True,EQP-CY-06540 | EQP-CY-02369 | EQP-CY-00797,Conveyance Equipment Certification,"2-P - Roped Hydraulic Elevator, City # 8721 | 1-P - Cabled Elevator, City # 3754 | 1-DW - Material Lift, City # 4185",Active,1989-06-09,2006-10-13,0,False,,,,,,,True,-887.0
8500 20TH AVE NE,8500 20TH AVE NE,4.0,2,2020-04-23,2024-03-15,1,2023-03-26,2023-03-26,True,2,True,EQP-CY-09656 | EQP-CY-09655,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12479 | 1-P - Cabled Elevator, City # 12478",Active,2018-11-02,2018-11-02,0,False,,,,,,,True,1067.0
8551 GREENWOOD AVE N,8551 GREENWOOD AVE N,6.0,1,2025-02-21,2025-02-21,5,2021-06-19,2025-08-30,True,1,True,EQP-CY-05626,Conveyance Equipment Certification,"P1 (Tower A) - Hydraulic Elevator, City # 7452",Active,2000-12-22,2000-12-22,1,True,EQP-CY-05627,Conveyance Equipment Certification,"P2 (Tower B) - Hydraulic Elevator, City # 7453",Operating Without Certificate,2000-12-22,2000-12-22,True,-1343.0
8606 35TH AVE NE,8606 35TH AVE NE,4.0,3,2015-08-12,2023-11-03,2,2023-10-29,2024-01-08,True,1,True,EQP-CY-07601,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 10275",Active,2012-06-18,2012-06-18,0,False,,,,,,,True,3000.0
8610 AURORA AVE N,8610 AURORA AVE N,5.0,1,2025-07-24,2025-07-24,4,2024-02-26,2025-05-09,True,2,True,EQP-CY-10806 | EQP-CY-10805,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14443 | 2-P - Cabled Elevator, City # 14444",Active,2023-11-28,2023-11-28,0,False,,,,,,,True,-514.0
8630 RAINIER AVE S,8630 RAINIER AVE S,2.0,7,2015-10-22,2025-03-11,0,,,False,0,False,,,,,,,1,True,EQP-CY-03996,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2485",Operating Without Certificate,1990-08-20,1990-08-20,False,
8720 PHINNEY AVE N,8720 PHINNEY AVE N,5.0,1,2023-03-15,2023-03-15,0,,,False,1,True,EQP-CY-03318,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5030",Active,1990-04-05,1990-04-05,0,False,,,,,,,False,
8842 NESBIT AVE N,8842 NESBIT AVE N,5.0,1,2020-12-03,2020-12-03,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
888 WESTERN AVE,888 WESTERN AVE,7.0,2,2024-01-30,2024-05-01,15,2021-05-07,2025-12-20,True,4,True,EQP-CY-07689 | EQP-CY-07688 | EQP-CY-07687 | EQP-CY-07686,Conveyance Equipment Certification,"4 - Hydraulic Elevator, City # 10360 | 3 - Cabled Elevator, City # 10304 | 2 - Cabled Elevator, City # 10303 | 1 - Cabled Elevator, City # 10302",Active,2012-12-19,2012-12-19,0,False,,,,,,,True,-998.0
8935 160TH AVE NE,8935 160th AVE NE,,1,2025-07-15,2025-07-15,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
900 SW HOLDEN ST,900 SW HOLDEN ST,1.0,6,2018-02-07,2024-09-11,2,2022-01-03,2022-10-08,True,0,False,,,,,,,1,True,EQP-CY-02334,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2993",Operating Without Certificate,1989-12-04,1989-12-04,True,1426.0
9000 20TH AVE SW,9000 20TH AVE SW,1.0,3,2017-02-06,2017-03-01,7,2021-12-08,2025-10-17,True,0,False,,,,,,,1,True,EQP-CY-00879,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3059",Operating Without Certificate,1989-06-14,1989-06-14,True,1766.0
9021 17TH AVE SW,9021 17TH AVE SW,1.0,1,2023-01-12,2023-01-12,0,,,False,0,False,,,,,,,1,True,EQP-CY-10405,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 13413",Operating Without Certificate,2022-03-16,2022-03-16,False,
9021 35TH AVE SW,9021 35TH AVE SW,1.0,1,2025-04-01,2025-04-01,3,2022-12-21,2025-11-23,True,1,True,EQP-CY-01968,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5450",Active,1989-10-27,1989-10-27,0,False,,,,,,,True,-832.0
903 UNION ST,903 UNION ST,3.0,7,2017-10-05,2025-05-04,11,2021-01-22,2025-06-13,True,2,True,EQP-CY-03084 | EQP-CY-03083,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 1762 | 1-P - Cabled Elevator, City # 1761",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,1205.0
9049 20TH AVE SW,9049 20TH AVE SW,1.0,1,2023-07-24,2023-07-24,1,2025-07-24,2025-07-24,True,1,True,EQP-CY-10161,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 12998",Active,2020-10-06,2020-10-06,0,False,,,,,,,True,731.0
